id|nat|tipo|materia|nomeNovo
561|01 - Juridico|Recursos|Administrativo|MS Mandado de Seguranca 24448-69.2010 Restitucao depositos fiscal ArcelorMittal
562|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
563|02 - Estudos e concursos||Atualidades e Outros|Estudo infraestrutura desempenho economico longo prazo
564|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
565|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
566|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
567|03 - Administrativo||Comunicacoes internas|Registro log CraCartorio upload confirmacao brazopolis 27-10-2015
568|01 - Juridico|Despachos e votos|Civel|Edital praca 19 Vara Civel Belo Horizonte imovel Rio Grande do Sul
569|03 - Administrativo||Comunicacoes internas|Relatorio protesto titulo 12119 suspenso SERASA BOA VISTA
570|01 - Juridico|Peticoes|Administrativo|Acao ordinaria 2008.38.00.021994 Direito lavra pesquisa DNPM Sducol
571|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
572|02 - Estudos e concursos||Direito Constitucional|Comentario academico Habermas Luhmann pragmatismo direito
573|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
574|04 - Pessoal e financeiro||Outros|Email Mercado Livre suspensao permanente conta 26-09-2017
575|03 - Administrativo||Comunicacoes internas|Registro log CraCartorio upload confirmacao brazopolis 24-03-2015
576|03 - Administrativo||Oficios e memorandos|Intimacao protesto titulo cartorio Brazopolis Marajinho Agroindustrial
577|01 - Juridico|Peticoes|Penal|Denuncia MP Ivo Rosario Nunes homicidio 0317.09.099906 Itabira
578|01 - Juridico|Recursos|Administrativo|MS Mandado Seguranca 2006.38.00.022490 UFMG FUMP Contribuicao Bolsas
579|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
580|03 - Administrativo||Comunicacoes internas|Registro log CraCartorio upload confirmacao brazopolis 20-03-2015
581|03 - Administrativo||Oficios e memorandos|Registro protesto duplicata DMI 0120839070 15-01-2014
582|01 - Juridico|Peticoes|Civel|Acao ordinaria 2009.38.00.013959 Revisao contratual SFH Regina Celis ENGEA
583|03 - Administrativo||Oficios e memorandos|Intimacao protesto titulo cartorio Brazopolis Marajinho Agroindustrial
584|01 - Juridico|Peticoes|Administrativo|Acao monitoria 2008.38.00.018422 Correios Classe Solucoes Financeiras
585|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
586|04 - Pessoal e financeiro||Outros|FAQ Cartao Dotz credito documentacao proposta
587|01 - Juridico|Peticoes|Civel|Acao imissao posse 2009.38.00.020702 SFH Caixa Economica Santa Luzia
588|01 - Juridico|Recursos|Previdenciario|MS Mandado Seguranca 2009.38.00.024346 Aposentadoria Elizabeth Freitas
589|01 - Juridico|Despachos e votos|Civel|Edital praca leilao Belo Horizonte 0024.02.712.501 Condominio Esplanada
590|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
591|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
592|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
593|03 - Administrativo||Comunicacoes internas|Registro log CraCartorio upload confirmacao brazopolis 10-10-2014
594|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
595|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
596|02 - Estudos e concursos||Direito Processual Civil|Livro Reforms Civil Procedure Germany Norway Volker Lipp
597|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
598|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
599|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
600|01 - Juridico|Peticoes|Penal|Denuncia MP Pedro Henrique Guimaraes 0508.08.006956 Piranga
