id|nat|tipo|materia|nomeNovo
1561|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1562|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1563|03 - Administrativo||Comunicacoes internas|Protocolo remessas cartorio Brazopolis CRO
1564|01 - Juridico|Acordaos e decisoes|Civel|Sentenca acao ordinaria 2005.38.00.021922-6 CEF financiamento imobiliario revisao contratual 2005
1565|02 - Estudos e concursos||Alemao|Estudo alemao formacao adjetivos curso idioma
1566|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico ECT 4033 2013 execucao sentenca PCCS trabalhista 2013
1567|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico ECT 3756 2013 execucao sentenca PCCS trabalhista 2013
1568|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca acao ordinaria 2009.38.00.022990-3 IBAMA taxa ambiental decadencia tributaria 2009
1569|01 - Juridico|Acordaos e decisoes|Trabalhista|Sentenca acao ordinaria 2007.38.00.024974-7 CEF FGTS multa expurgos inflacionarios plano verao collor 2007
1570|04 - Pessoal e financeiro||Declaracoes|Demonstrativo pagamento SPPREV servidor publico educacao setembro 2020
1571|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1572|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1573|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1574|03 - Administrativo||Comunicacoes internas|Correspondencia interna analise condominio estudos propostas 2013
1575|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca mandado seguranca 2010.38.00.006028-2 RFB contribuicao previdenciaria receita federal 2010
1576|01 - Juridico|Acordaos e decisoes|Penal|Denuncia crime MOACIR EVANGELISTA MASCENA homicidio inquerico 0317.05.056909-2 2005
1577|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico ECT 4049 2013 execucao sentenca PCCS trabalhista 2013
1578|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca mandado seguranca 2009.38.00.009036-0 UNISALVADOR bolsa percentual frequencia 2009
1579|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1580|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1581|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1582|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1583|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1584|01 - Juridico|Acordaos e decisoes|Trabalhista|Embargos execucao carta precatoria 107-57.2013.5.03.0009 ECT correios gilson taveira 2013
1585|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca mandado seguranca 2008.38.00.022692-1 PFN CADIN exclusao debito fiscal Paineiras Telecom 2008
1586|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1587|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1588|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1589|01 - Juridico|Peticoes|Comercial|Protesto duplicata 2327A 351 reais Caixa Economica 10 janeiro 2014
1590|04 - Pessoal e financeiro||Documentos pessoais|Dados pessoais Mario Augusto Vieira familia CPF RG PIS
1591|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1592|01 - Juridico|Peticoes|Comercial|Protesto titulos cartorio Brazopolis Santander banco itau 2014
1593|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1594|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca mandado seguranca 2007.38.00.007157-2 PUC matricula estudante Thiago Amaral Bacha 2007
1595|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1596|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1597|01 - Juridico|Acordaos e decisoes|Civel|Sentenca medida cautelar inominada 2006.38.00.012866-5 CEF execucao extrajudicial imovel Hugo Carvalho 2006
1598|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1599|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1600|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
