id|nat|tipo|materia|nomeNovo
921|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
922|01 - Juridico|Acordaos e decisoes|Administrativo|MS 2008.38.00.016154-3 Mandado de Seguranca Educacao UFMG 2008
923|01 - Juridico|Acordaos e decisoes|Eleitoral|AgR REspe 147 2012 Propaganda Eleitoral LUCIA DE FATIMA FERNANDES FONSECA MARCELO CARLOS GUIMARAES
924|05 - Diversos (a revisar)||Outros|Email tecnico versao documento compartilhado
925|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
926|05 - Diversos (a revisar)||Outros|Aviso tecnico driver impressora HP Windows XP
927|04 - Pessoal e financeiro||Formularios|Formulario INSS Previdencia Social Fatores Risco Ambiental
928|01 - Juridico|Acordaos e decisoes|Ambiental|MS 2008.38.00.022958-8 Mandado de Seguranca Meio Ambiente IBAMA apreensao caminhao madeira 2008
929|01 - Juridico|Acordaos e decisoes|Civel|Processo 0024.06.267.381-9 Cumprimento Sentenca Cobranca Condominio Edificio Automovel Clube Nicias Mattos Borges Belo Horizonte
930|02 - Estudos e concursos||Informatica|Final Project Matheus Vieira 2013 Analise Elementos Finitos Amortecedores Terremotos
931|01 - Juridico|Acordaos e decisoes|Tributario|MS 50260-16.2010.4.01.3800 Mandado de Seguranca Coletivo SAT FAP Sindicato Concessionarios Distribuidores Veiculos MG 2010
932|01 - Juridico|Acordaos e decisoes|Tributario|MS 2008.38.00.007858-2 Mandado de Seguranca PIS PASEP COFINS Pinheiro Lessa Fernandes Oliveira Advogados 2008
933|04 - Pessoal e financeiro||Outros|Reducao Termo Assembleia 11-12-2007 Assedio Moral Embrapa Hortalisas Marcia Regina Parente
934|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
935|01 - Juridico|Acordaos e decisoes|Administrativo|Coletanea Informativos Corte Especial 2012 2011 Contrarazoes Ministeriais Improbidade
936|05 - Diversos (a revisar)||Outros|Instrucao tecnica ativacao Windows
937|05 - Diversos (a revisar)||Outros|Aviso tecnico compatibilidade software WRQ AtGuard Windows
938|05 - Diversos (a revisar)||Outros|Link URL TSE Tribunal Superior Eleitoral
939|01 - Juridico|Acordaos e decisoes|Civel|Processo 2009.38.00.010694-1 Acao Ordinaria Civil Revisao Contrato Financiamento Imobiliario Simone Maria Henriques Lanza EMGEA Banco BGN Caixa Economica Federal 2009
940|01 - Juridico|Acordaos e decisoes|Tributario|MS 2008.38.00.021042-6 Mandado de Seguranca CADIN Parcelamento Debitos Fiscais Colortintas Ltda 2008
941|04 - Pessoal e financeiro||Comprovantes e recibos|Receituario Medico Mauricio Augusto Chiaramonte Vieira Endocrinologia Dr Joselio Melo Brasilia
942|05 - Diversos (a revisar)||Outros|Caminho arquivo computador Outlook Outlook
943|02 - Estudos e concursos||Direito Eleitoral|Certificado VI Congresso Brasileiro Direito Eleitoral 2018 Mauricio Augusto Chiaramonte Vieira Curitiba
944|01 - Juridico|Pareceres e notas tecnicas|Previdenciario|Jurisprudencia Decisoes Paradigmas Aposentadoria Especial Eletricistas STJ Recurso Repetitivo
945|01 - Juridico|Acordaos e decisoes|Trabalhista|Parecer Tecnico 3.784 2013 Acao Execucao Sentenca Messias Cunha ECT Correios Telegrafos SINTCOM PR 2013
946|05 - Diversos (a revisar)||Outros|Email tecnico medidas planta predio portaria
947|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
948|03 - Administrativo|Memorandos|Comunicacoes internas|Aviso Mudanca Endereco Atendimento IEPTB MG 21-03-2014
949|05 - Diversos (a revisar)||Outros|Aviso tecnico compatibilidade software PowerStrip Windows
950|03 - Administrativo|Oficios e memorandos|Listas e planilhas|Registro Log Upload Confirmacao Cartorio C3412912.151 Brazopolis Itau 29-12-2015
951|03 - Administrativo|Oficios e memorandos|Listas e planilhas|Registro Log Upload Confirmacao Cartorio C3410710.151 Brazopolis Itau 07-10-2015
952|03 - Administrativo|Oficios e memorandos|Listas e planilhas|Registro Log Upload Confirmacao Cartorio C3412110.141 Brazopolis Itau 21-10-2014
953|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
954|01 - Juridico|Acordaos e decisoes|Eleitoral|Relatorio Documentos Consulta RRC-7 Processos 2014 Representacao Propaganda Eleitoral
955|01 - Juridico|Acordaos e decisoes|Trabalhista|Parecer Tecnico 2.005 2013 Acao Execucao Sentenca Hamilton Cruz Brito ECT Correios Telegrafos SINTCOM PR 2013
956|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
957|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
958|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
959|05 - Diversos (a revisar)||Outros|Carta resposta General Torres Melo Jornalista Miriam Leitao Militares Brasileiros
960|03 - Administrativo|Oficios e memorandos|Listas e planilhas|Registro Log Upload Confirmacao Cartorio C3412605.151 Brazopolis Itau 26-05-2015
