id|nat|tipo|materia|nomeNovo
1481|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1482|03 - Administrativo||Oficios e memorandos|Registro Log CraCartorio UploadConfirmacao Brazopolis Cartorio 2014
1483|04 - Pessoal e financeiro||Comprovantes e recibos|Dados bancarios Bradesco Nelson Calegari Grafica 2014
1484|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1485|01 - Juridico|Peticoes|Eleitoral|Pedido cancelamento protesto CRO-MG Maria Bernadete Noronha 2015
1486|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1487|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1488|01 - Juridico|Acordaos e decisoes|Civel|Sentenca Medida Cautelar Nilson Alves Pereira Regina Duarte CEF 2007
1489|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1490|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1491|03 - Administrativo||Oficios e memorandos|Registro Log CraCartorio Upload Brazopolis PGFMG 2015
1492|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1493|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1494|03 - Administrativo||Comunicacoes internas|Nota Juridica GCON DEJUR aquisicao impressoras 2008
1495|01 - Juridico|Acordaos e decisoes|Eleitoral|Acordao Recurso Representacao Coaligacao Brasil 2014
1496|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1497|02 - Estudos e concursos||Outros|Material estudo alemao condicional irreal
1498|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca Mandado Seguranca Sandro Rogerio Silva OAB 2009
1499|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1500|01 - Juridico|Acordaos e decisoes|Civel|Voto Recurso Caixa Economica Federal Seralheria Diagonal 2008
1501|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1502|01 - Juridico|Peticoes|Trabalhista|Reclamacao Trabalhista Sonia Alves Melo Manisppe Engenharia 2007
1503|03 - Administrativo||Comunicacoes internas|Comunicacao Interna mudanca endereco IEPTB/MG 2014
1504|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1505|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1506|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1507|03 - Administrativo||Oficios e memorandos|Registro Log CraCartorio Upload Brazopolis Itau 2015
1508|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1509|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1510|01 - Juridico|Peticoes|Eleitoral|Relatorio TSE Lista processos eleicao 2006
1511|01 - Juridico|Pareceres e notas tecnicas|Administrativo|Parecer Tecnico ECT execucao sentenca 2013
1512|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1513|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1514|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1515|04 - Pessoal e financeiro||Documentos pessoais|Declaracao Mario Augusto Vieira Tabeliao 2016
1516|01 - Juridico|Acordaos e decisoes|Civel|Sentenca acao ordinaria Imperial Bicicletas Napoleao Souza CEF 2010
1517|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca acao ordinaria tributaria Emam Emulsoes Uniao 2009
1518|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca embargos execucao Uniao Vicente Evangelista 2008
1519|03 - Administrativo||Portarias e resolucoes|Quadro competencia delegacao ECT patrimonio imovel
1520|01 - Juridico|Acordaos e decisoes|Civel|Sentenca acao ordinaria UFV Jose Pedro Ferreira Lucia Maria 2008
