id|nat|tipo|materia|nomeNovo
1|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca MS 2009.38.00.019258-6 Coopertran x DRF BH Impugnacao CN 2009
2|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
3|04 - Pessoal e financeiro|Comprovantes e recibos|Outros|Registro Protesto DMI 115227-A Duplicata 2014
4|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
5|01 - Juridico|Acordaos e decisoes|Civil|Sentenca Acao Imissao Posse 2009.38.00.010240-6 CEF x Barros 2009
6|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
7|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
8|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
9|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
10|01 - Juridico|Peticoes|Penal|Denuncia IPC 0092.08.012811-6 MP x Eder Felix Guimaraes 2008
11|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
12|02 - Estudos e concursos|Direito do Trabalho|Direito do Trabalho|Aprendizes Comentario Previdenciario Trabalhista 2007
13|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca Acao Ordinaria 2004.38.00.051772-0 EMAC x Uniao 2004
14|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
15|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
16|01 - Juridico|Acordaos e decisoes|Tributario|Sentenca MS 59648-40.2010.4.01.3800 Rogério Azevedo Schiavo x DRF 2010
17|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
18|01 - Juridico|Acordaos e decisoes|Civel|Sentenca Acao Civil Publica 2009.38.00.016858-4 DPU x CEF FGTS 2009
19|01 - Juridico|Peticoes|Trabalhista|Embargos Execucao 1709-86.2011.5.09.0009 ECT x Iria Mayer 2011
20|04 - Pessoal e financeiro|Comprovantes e recibos|Outros|Registro Protesto SERASA Concentre Brazopolis 2014
21|02 - Estudos e concursos|Direito Processual Civil|Direito Processual Civil|A Funcao Tutela Cautelar Leonardo Greco
22|02 - Estudos e concursos|Direito Eleitoral|Direito Eleitoral|Relatorio Recursos TSE Localizados 2014
23|01 - Juridico|Acordaos e decisoes|Civel|Sentenca Usucapiao 1999.38.00.021959-2 Marciano x Leite 1999
24|01 - Juridico|Pareceres e notas tecnicas|Administrativo|Parecer Tecnico 2.529/2013 GCAL ECT x Jose Paulo 2013
25|01 - Juridico|Acordaos e decisoes|Ambiental|Sentenca Acao Ordinaria 1998.38.00.041794-9 Ironbras x IBAMA 1998
26|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
27|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca MS 2008.38.00.012915-7 Tarcilio Rezende x OMB 2008
28|01 - Juridico|Acordaos e decisoes|Penal|Decisao Execucao Penal Jair Inicio Silva Ribeirao Neves 2008
29|03 - Administrativo|Editais|Outros|Edital Leilao JF BH Processo 0024.05.601.977-1 2011
30|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
31|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
32|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
33|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
34|01 - Juridico|Acordaos e decisoes|Administrativo|Minuta Sentenca Embargos Execucao 2005.38.00.004492-0 UFMG 2005
35|01 - Juridico|Acordaos e decisoes|Empresarial|Sentenca Acao Ordinaria 2009.38.00.023250-0 ECT x Municipio Ipiauau 2009
36|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
37|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
38|03 - Administrativo|Oficios e memorandos|Outros|Intimacao Protesto Marajinho Agroindustrial Brazopolis 2014
39|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
40|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
