id|nat|tipo|materia|nomeNovo
521|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
522|02 - Estudos e concursos||Direito Constitucional|Jardim da Infancia Francisco Candido Xavier
523|01 - Juridico|Acordaos e decisoes|Tributario|Registro Protesto 2014 duplicata CDA 6168061 Falta pagamento
524|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
525|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
526|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
527|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
528|01 - Juridico|Acordaos e decisoes|Tributario|Acao 2008.38.00.004546-4 Ordinaria Tributaria PAES
529|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
530|01 - Juridico|Acordaos e decisoes|Administrativo|Processo 2009.38.00.018414-3 Cautelar veiculo apreendido
531|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
532|03 - Administrativo||Comunicacoes internas|Registro Log Cartorio upload confirmacao 2014
533|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
534|02 - Estudos e concursos||Direito Constitucional|Democracia exercicio cidadania era digital Monica Herman Caggiano
535|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
536|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
537|01 - Juridico|Acordaos e decisoes|Administrativo|Processo 2004.38.00.011782-6 Embargos execucao reajuste vencimentos
538|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
539|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
540|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer Tecnico 2.923 2013 ECT execucao sentenca
541|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
542|01 - Juridico|Contestacoes e manifestacoes|Penal|Denuncia ministerio publico Whesley Adriano Lopes
543|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
544|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
545|01 - Juridico|Acordaos e decisoes|Tributario|Registro Protesto 2014 duplicata 379 falta pagamento
546|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
547|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
548|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
549|01 - Juridico|Despachos e votos|Familia e Sucessoes|Despacho localizacao ex-marido citacao processual
550|01 - Juridico|Contestacoes e manifestacoes|Eleitoral|Relatorio documentos consulta 2012 impugnacao registro candidatura
551|03 - Administrativo||Comunicacoes internas|Registro Log Cartorio upload confirmacao 2014
552|01 - Juridico|Acordaos e decisoes|Administrativo|Decreto 169-A 1890 hypotheca
553|01 - Juridico|Acordaos e decisoes|Tributario|Acao 2009.38.00.022135-0 ordinaria IRPF aposentadoria
554|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
555|02 - Estudos e concursos||Direito Administrativo|Colelanea informativos corte especial 2012
556|01 - Juridico|Acordaos e decisoes|Tributario|Registro Protesto 2014 duplicata DMI 004264A falta pagamento
557|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
558|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
559|01 - Juridico|Despachos e votos|Constitucional|Mandado Seguranca 2008.38.00.017355-1 matricula ensino superior
560|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
