id|nat|tipo|materia|nomeNovo
2401|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2402|01 - Juridico|Peticoes|Administrativo|Peticao substabelecimento advogado processo 32060-24.2011.4.01.3800 vara federal 2011
2403|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2404|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2405|01 - Juridico|Acordaos e decisoes|Trabalhista|Sentenca acao ordinaria FGTS processo 2008.38.00.007504-9 2008
2406|01 - Juridico|Peticoes|Penal|Denuncia ministério publico josé pereira da silva filho 2004
2407|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2408|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2409|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca mandado de seguranca fabiana dos santos PUC psicologia 2008
2410|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2411|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico 2.390/2013 execucao sentenca william custodio bastos ECT 2013
2412|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2413|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2414|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2415|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2416|01 - Juridico|Acordaos e decisoes|Administrativo|Sentenca acao civil publica patrimonio historico IPHAN municipio Ouro Preto MG 1998
2417|01 - Juridico|Outros|Trabalhista|Edital praca 00212/11 TRT 3 regiao belo horizonte 2011
2418|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
