id|nat|tipo|materia|nomeNovo
1001|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1002|01 - Juridico|Acordaos e decisoes|Civel|CC 19836 1997359301 Retificacao registro imobiliario Paulo Jacinto Camboim Uniao 1997
1003|01 - Juridico|Outros processuais|Trabalhista|Edital praça TST 00579201101003002 Jose Alves dos Santos TRT 3 regiao
1004|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1005|01 - Juridico|Outros processuais|Tributario|Embargos execucao 200638000176310 PIS Uassi Auto Pecas Ltda Uniao
1006|04 - Pessoal e financeiro|Outros|Outros|Registro protesto duplicata CDA4168041 172.63 14/01/2014
1007|01 - Juridico|Contestacoes e manifestacoes|Trabalhista|Contestacao reclama­cao 0002371972011503015 Empresa Brasileira Correios Telegrafos
1008|01 - Juridico|Outros processuais|Eleitoral|Relatorio processos por eleicao TSE Tribunal Superior Eleitoral 2012
1009|01 - Juridico|Outros processuais|Comercial|Edital leilao falencia ICC Incorporacao Comercio Construcoes Ltda
1010|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1011|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1012|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1013|04 - Pessoal e financeiro|Comprovantes e recibos|Outros|Saque conta corrente Banco do Brasil Mauricio Augusto Vieira 21/02/2014
1014|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico 3893 2013 Execucao sentenca PCCS95
1015|03 - Administrativo|Outros|Outros|Norma tecnica trabalho pe e sentado Secretaria Municipal Saude
1016|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1017|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1018|01 - Juridico|Peticoes|Administrativo|Mandado seguranca 7779347201040013800 Vinicio Costa Senra CND Veiculo FIAT
1019|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1020|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1021|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1022|03 - Administrativo|Contratos e termos|Outros|Dossia contrato 372 2006 ECT TECH SERV
1023|01 - Juridico|Peticoes|Tributario|Mandado seguranca 200838000050555 M.I. Gomes Comercio Industria Ltda
1024|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1025|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer tecnico 3808 2013 Execucao sentenca PCCS95 Pedro Ferreira Terres
1026|04 - Pessoal e financeiro|Outros|Outros|Registro protesto Serasa Brazopolis 26/06/2014 usina benef leite derivados
1027|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1028|02 - Estudos e concursos|Outros|Outros|Taquicardia ventricular polimorfica catecolaminergica doenca arritmogenica genetica
1029|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1030|01 - Juridico|Peticoes|Civel|Acao ordinaria 200838000174300 Orcine Abreu Ferreira Caixa Economica Federal
1031|04 - Pessoal e financeiro|Comprovantes e recibos|Outros|Registro protesto duplicata DMI 004009 561.00 31/01/2014
1032|02 - Estudos e concursos|Atualidades e Outros|Outros|Horoscopo dia personalizado Personare Sol conjuncao lua 25/04/2016
1033|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1034|03 - Administrativo|Listas e planilhas|Outros|Registro log cartorio upload CORENMG 26/10/2016
1035|01 - Juridico|Outros processuais|Civel|Edital praca leilao 002407803305 CONDOMINIO RIO NEGRO 26 vara civel
1036|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1037|01 - Juridico|Recursos|Consumidor|Recurso 200938007131990 CEF Claudia Maria Fraga Lopes consumidor servico bancario
1038|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
1039|01 - Juridico|Outros processuais|Processual|Embargos declaracao Empresa Brasileira Correios Telegrafos acao cobranca
1040|04 - Pessoal e financeiro|Comprovantes e recibos|Outros|Registro protesto duplicata DMI NF17228/03 507.51 24/01/2014
