id|nat|tipo|materia|nomeNovo
761|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
762|02 - Estudos e concursos||Atualidades e Outros|Revista da CGU Controladoria-Geral da Uniao outubro 2010
763|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA 2007.38.00.008772-1 Revisao Contratual SFH Luiz Antonio Siqueira Pinto CEF 2007
764|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
765|03 - Administrativo||Contratos e termos|CONTRATACAO ECT Deficiencia ES Correios 2014
766|01 - Juridico|Recursos|Civel|REGISTRO PROTESTO duplicata DMI 886B 426.67 janeiro 2014
767|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|PARECER TECNICO ECT 3.778 2013 Execucao Sentenca PCCS ITACIR SANTOS
768|03 - Administrativo||Outros|PROCEDIMENTOS PROLEX Carturio Protestos Itajuba MG
769|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
770|04 - Pessoal e financeiro||Outros|Tabela de gastos Geny Medeiros Chiaramonte 2018
771|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
772|01 - Juridico|Acordaos e decisoes|Civel|EDITAL LEILAO 0024.04.537.252-1 Execucao Banco Itau Juvenal Ferreira Belo Horizonte 2014
773|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
774|01 - Juridico|Despachos e votos|Tributario|SENTENCA 44700-93.2010.4.01.3800 Mandado Seguranca IRPJ PAT Master Turismo 2010
775|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
776|01 - Juridico|Acordaos e decisoes|Ambiental|SENTENCA 2008.38.00.024646-4 Acao Ordinaria IBAMA Auto Infracao 197623D
777|01 - Juridico|Acordaos e decisoes|Previdenciario|SENTENCA 2006.38.00.024942-8 Revisao Beneficio INSS RFFSA Uniao 2006
778|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
779|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
780|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA 2009.38.00.005478-2 Acao Imissao Posse Engea Geraldo Magela Torta Sabara 2009
781|04 - Pessoal e financeiro||Declaracoes|Escritura Protesto Tabelas 084/2014 Prefeitura Brazopolis dezembro 2015
782|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
783|03 - Administrativo||Portarias e resolucoes|COMUNICADO Prefeitura BH Fiscalizacao Urbanistica Regional Oeste
784|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
785|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
786|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
787|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
788|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
789|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
790|03 - Administrativo||Outros|Avaliacao Recomendacoes Seguranca Condominio Villa Bella Florenca Paulinia 2013
791|03 - Administrativo||Contratos e termos|AUTORIZACAO LOCACAO IMOVEL Itaranga Condominio Paineiras Campinas
792|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
793|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
794|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
795|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
796|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
797|01 - Juridico|Recursos|Civel|REGISTRO PROTESTO duplicata DMI 886C 426.66 janeiro 2014
798|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
799|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
800|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA 2008.38.00.017516-8 Reintegracao Posse CEF Luciana Santos Contagem
