id|nat|tipo|materia|nomeNovo
721|01 - Juridico|Acordaos e decisoes|Administrativo|SENT Execucao Contra Fazenda Publica 2004.38.00.006302-2 URV Lei 8880 1994 Remuneracao Servidores Publicos
722|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
723|01 - Juridico|Acordaos e decisoes|Trabalhista|ACORDAO Contratacao Servicos Vigilancia Licitude TRT 3 Regiao 178140 2009.5.03.0134
724|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
725|01 - Juridico|Modelos e minutas|Administrativo|Documentos Lavratura Escrituras Publicas Lei 7433 85 Imoveis Direitos Reais
726|01 - Juridico|Recursos|Administrativo|MANDADO Seguranca CND SAUDE MED ODONTOLOGIA 2009.38.00.012497-0 Certidao Negativa Debitos
727|01 - Juridico|Peticoes|Civel|Protesto Duplicata DMI 14625-2 Brazopolis 2014 R$ 519.60
728|01 - Juridico|Peticoes|Civel|Edital Hasta Publica Comarca Belo Horizonte 2010 Imovel Apto 903
729|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
730|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
731|01 - Juridico|Peticoes|Trabalhista|MANIFESTACAO ECT Correios Telegrafos Custas Processuais Processo 0023200-23-2009.5.10.0000
732|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
733|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
734|01 - Juridico|Acordaos e decisoes|Previdenciario|SENTENCA Acao Ordinaria Repeticao Indevido Seguro Desemprego 2007.38.00.025852-3
735|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
736|02 - Estudos e concursos|Outros|Direito Previdenciario|Doutrina Contribuicao Previdenciaria Salario Maternidade Ferias Desaposentacao DII Pensao Morte
737|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
738|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
739|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
740|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
741|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
742|04 - Pessoal e financeiro|Outros|Declaracoes|Declaracao Quitacao Cheque 850691 Banco Brasil Brazopolis 07032016 R$ 1500
743|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
744|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
745|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
746|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
747|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
748|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
749|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
750|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
751|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
752|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
753|03 - Administrativo|Outros|Comunicacoes internas|Comunicacao Protesto Titulo 12119 Data Suspensao Judicial SERASA BOA VISTA
754|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
755|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
756|01 - Juridico|Despachos e votos|Penal|DESPACHO Inquerito Policial Crime Ambiental Art 50 Lei 9.605 98 Transacao Penal
757|05 - Diversos (a revisar)|Outros|Outros|arquivo tecnico ilegivel
758|01 - Juridico|Recursos|Tributario|MANDADO Seguranca CND Tributario CRECHE CENTRO INFANTIL 2009.38.00.011413-3 Receita Federal
759|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA Acao Ordinaria SFH Financiamento Habitacional CAIXA EMGEA 2006.38.00.008724-1
760|01 - Juridico|Despachos e votos|Civel|SENTENCA Medida Cautelar Imovel Deposito Prestacoes SFH CAIXA EMGEA 36974-68.2010.4.01.3800
