id|nat|tipo|materia|nomeNovo
801|03 - Administrativo||Portarias e resolucoes|PRTIDRIMG 14821/2012 DIR Regional MG Correios Grupo Trabalho Acompanhamento Pessoa Deficiencia
802|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
803|01 - Juridico|Acordaos e decisoes|Civel|Edital Praca Processo 0024.03.111.866-4 BH Imovel Condominial 2003
804|01 - Juridico|Peticoes|Trabalhista|Parecer Tecnico 2.510/2013 GCAL Processo 36992/2011-084 Execucao Sentenca PCCS/95 2013
805|02 - Estudos e concursos||Direito Administrativo|Fontes Referencia Edital 01/2014 Concurso Publico Delegacoes Notas Cartorio PR
806|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
807|01 - Juridico|Recursos|Processual|STJ Agravo Regimental Mandado Seguranca Satisfativa Liminar
808|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
809|04 - Pessoal e financeiro||Documentos pessoais|Comunicado Falecimento Jose Alberto Naves Cocota Tribunal 19/07/2020
810|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
811|01 - Juridico|Recursos|Administrativo|Sentenca Processo 2009.38.00.014918-3 Mandado Seguranca Transuel Ltda MG Saude 2009
812|01 - Juridico|Peticoes|Trabalhista|Parecer Tecnico 3.810/2013 GCAL Processo 33145-2011-651-09-00-0 Execucao Sentenca PCCS/95 2013
813|01 - Juridico|Peticoes|Administrativo|Cartorio Protesto Titulos Brazopolis MG Certidao Protestado Cancelado 02/2014
814|04 - Pessoal e financeiro||Outros|Financiamento Automovel Polo 2011 Valor 48.800,00 Recreio BH
815|01 - Juridico|Despachos e votos|Penal|Pedido Arquivamento Autos 08106059-9 Geraldo Divino Teixeira Michel Nascimento Morte Pingo Agua MG 2008
816|02 - Estudos e concursos||Direito Processual Civil|Coletanea Informativos Quarta Turma STJ 2012/2011 Desconsolidacao Personalidade Juridica
817|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
818|01 - Juridico|Recursos|Eleitoral|Relatorio Documentos Consulta Prefeito GAB-DT Ano Eleicao 2012 Impugnacao Registro Candidatura
819|01 - Juridico|Peticoes|Ambiental|Sentenca Processo 62340-12.2010.4.01.3800 Acao Ordinaria Revogacao Multa Ambiental IBAMA 2010
820|04 - Pessoal e financeiro||Documentos pessoais|Depoimento Profissional Militar TC R1 Engenharia Professor Universidade 2010
821|01 - Juridico|Peticoes|Administrativo|Cartorio Protesto Titulos Brazopolis MG Certidao Cancelada DMI 1/6/2014 a 30/6/2014
822|02 - Estudos e concursos||Direito do Trabalho|Acordos Coletivos Trabalho ECT FENTECT 1989 a 2008 Manual Pessoal MANPES Capitulo 2
823|01 - Juridico|Peticoes|Administrativo|Cartorio Protesto Titulos Brazopolis MG Intimacao 28/07/2014 Marajinho Agroindustrial LTDA
824|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
825|01 - Juridico|Peticoes|Civel|Sentenca Processo 2005.38.00.042442-1 Acao Ordinaria SFH Marcos Silva Moutinho Caixa Economica Bradesco 2005
826|03 - Administrativo||Formularios|Registro Log Febraban Brazopolis Confirmacao Upload 18/09/2015
827|01 - Juridico|Peticoes|Civel|Sentenca Processo 2003.38.00.014031-5 Cumprimento Sentenca FGTS Multiplos Credores Caixa Economica Federal 2003
828|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
829|04 - Pessoal e financeiro||Outros|Relatorio Problemas Automovel Polo Cinza HSJ 4060 Manutencao
830|01 - Juridico|Peticoes|Administrativo|Sentenca Processo 2007.38.00.039578-8 Embargos Execucao Servidor Publico Uniao Federal Paulo Cesar Gomes 2007
831|01 - Juridico|Acordaos e decisoes|Civel|Sentenca Processo 2003.38.00.061312-1 Acao Ordinaria Santa Casa Misericordia BH Uniao Federal CEF INSS 2003
832|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
833|02 - Estudos e concursos||Direito Administrativo|Politicas Regularizacao Fundiaria Crescimento Informal Cidades Latino-Americanas Edisio Fernandes
834|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
835|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
836|03 - Administrativo||Formularios|Registro Log Febraban Brazopolis Upload 10/07/2015
837|01 - Juridico|Recursos|Tributario|Sentenca Processo 2010.38.00.008420-2 Mandado Seguranca Lider Taxi Aereo Air Brasil IPI Receita Federal 2010
838|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
839|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
840|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
