id|nat|tipo|materia|nomeNovo
1921|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1922|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1923|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1924|01 - Juridico|Acordaos e decisoes|Administrativo|SENTENCA MS 2008.38.00.018832-5 Receita Federal Contagem MG 2008
1925|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1926|03 - Administrativo|Oficios e memorandos||OFICIO Conselho Nacional de Justica Justica Aberta
1927|03 - Administrativo|Oficios e memorandos||INTIMACAO Protesto de Titulos MARAJINHO AGROINDUSTRIAL TRANSPORTES ZILLI 2014
1928|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1929|03 - Administrativo|Formularios||REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014
1930|01 - Juridico|Acordaos e decisoes|Ambiental|SENTENCA HABEAS DATA 2008.38.00.020208-0 IBAMA criador passaro 2008
1931|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA ACAO ORDINARIA 2006.38.00.022654-0 CEF financiamento habitacional 2006
1932|01 - Juridico|Despachos e votos|Civel|EDITAL PRACA 10 VARA CIVIL BELO HORIZONTE Condominio Los Angeles 2011
1933|01 - Juridico|Acordaos e decisoes|Tributario|DECISAO EMBARGOS EXECUCAO 2006.38.00.017631-0 PIS contribuicao 2006
1934|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1935|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1936|01 - Juridico|Acordaos e decisoes|Eleitoral|ACORDAO AIME 9162 2012 Israel Ribeiro Edilomar Nery Prefeito
1937|01 - Juridico|Acordaos e decisoes|Administrativo|SENTENCA ACAO ORDINARIA 2006.38.00.022764-5 UFMG reajuste 1995
1938|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1939|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA ACAO MONITORIA 2006.38.00.018210-4 ECT SITCOM Telecomunicacoes 2006
1940|01 - Juridico|Acordaos e decisoes|Administrativo|SENTENCA MANDADO SEGURANCA 2010.38.00.006707-6 IBAMA Regularidade Cadastral 2010
1941|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA EMBARGOS EXECUCAO 2004.38.00.017254-1 CEF expurgos inflacionarios 2004
1942|01 - Juridico|Peticoes|Trabalhista|PARECER TECNICO 2.944 2013 DAZIR BORGES SOUZA ECT SINTCOM 2013
1943|01 - Juridico|Acordaos e decisoes|Tributario|SENTENCA ACAO ORDINARIA 2009.38.00.007874-7 FASAL contribuicao balanco 2009
1944|01 - Juridico|Peticoes|Trabalhista|EMBARGOS EXECUCAO 234300-255.1997.5.03.0016 ECT VILMA DA SILVA MACHADO 1997
1945|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1946|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1947|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1948|03 - Administrativo|Formularios||REGISTRO LOG Cartorio Upload Confirmacao Brazopolis 2014
1949|03 - Administrativo|Oficios e memorandos||REGISTRO PROTESTO BANCO BRADESCO DUPLICATA DMI 00144 2014
1950|03 - Administrativo|Formularios||AVALIACAO SEGURANCA Condominio Villa Bella Florenca Paulinia SP 2013
1951|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1952|01 - Juridico|Acordaos e decisoes|Civel|SENTENCA ACAO MONITORIA 2003.38.00.007476-5 ECT AMP Consultoria 2003
1953|01 - Juridico|Peticoes|Trabalhista|CARTA PRECATORIA 1517-56.2013.5.03.0105 ECT SELMA TEIXIERA MARTINS 2013
1954|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1955|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1956|02 - Estudos e concursos||Direito Civil|COMPILACAO INFORMATIVOS Segunda Secao STJ 2012 2011
1957|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1958|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
1959|03 - Administrativo|Listas e planilhas||ORIENTACOES ABERTURAS PASTAS Riscos Processuais ECT 2011
1960|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
