id|nat|tipo|materia|nomeNovo
2321|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2322|02 - Estudos e concursos||Direito Processual Civil|The Globalization of Class Actions - Hensler Hodges Tulibacka 2009
2323|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2324|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2325|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2326|01 - Juridico|Despachos e votos|Trabalhista|Mandado 1901982009108-03-nm-4 Rita Fernandes Pereira Correios 2009
2327|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2328|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2329|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2330|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2331|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2332|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2333|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2334|01 - Juridico|Recursos|Administrativo|MS 2008.38.00.008926-0 BC Trade Lib. Mercad. 2008
2335|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2336|03 - Administrativo||Comunicacoes internas|Comunicado protesto instrumentos IEPTB/MG cartorio 2014
2337|04 - Pessoal e financeiro||Documentos pessoais|CV Oswaldo Paiva da Costa Gomide
2338|01 - Juridico|Despachos e votos|Trabalhista|Requisicao TRT 02565-2001-042-03-00-6 Sonia Marilda Fraga Cardoso Correios 2009
2339|01 - Juridico|Pareceres e notas tecnicas|Trabalhista|Parecer 3.772/2013 Luiz Carlos Zorzi Junior Correios execucao 2013
2340|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2341|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2342|03 - Administrativo||Portarias e resolucoes|Decreto 93.412 86 quadro atividades area risco sistemas eletricos
2343|01 - Juridico|Acordaos e decisoes|Penal|Recurso Sentido Estrito 151.044-3 Severino Izidio dos Santos impronuncia aborto 2014
2344|01 - Juridico|Pareceres e notas tecnicas|Administrativo|Acordao 2369/2011 tribunal BDI obras publicas composicao
2345|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2346|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2347|02 - Estudos e concursos||Direito Processual Civil|La giurisdizione volontaria rivisitata - Vittorio Denti
2348|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2349|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2350|02 - Estudos e concursos||Direito Civil|O STJ e o Seguro DPVAT novo direito civil
2351|04 - Pessoal e financeiro||Documentos pessoais|PLANO CARREIRAS CARGOS SALARIOS ECT advogado especificacao 2014
2352|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2353|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2354|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2355|01 - Juridico|Recursos|Tributario|MS 51744-66.2010.4.01.3800 Coelho Melo IRPJ Receita Federal Contagem 2010
2356|01 - Juridico|Recursos|Administrativo|MS 89643-98.2010.4.01.3800 Andre Luiz Silva CRC MG Registro Profissional 2010
2357|03 - Administrativo||Outros|Estudo seguranca patrimonial Condominio Villa Bella Florenca Paulinia SP 2013
2358|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2359|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
2360|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
