"De","Para"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 13-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 13-2015 - CNJ 0034998-93.2015.8.16.6000.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\Calculos Rcte - Eudes da Silva Cruz.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\Calculos Rcte - Eudes da Silva Cruz - CNJ 0602403-31.2011.5.03.0019.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\bloqueio Oliveira - Maria das Gracas da Costa Santos.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\bloqueio Oliveira - Maria das Gracas da Costa Santos - CNJ 0001405-37.2011.5.03.0112.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\processo 11587 - 3 155 par 4.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Civel\processo 11587 - 3 155 par 4 - CNJ 0011383-34.2013.8.07.0006.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\memorando - solicitacao de autorizacao para acordo - Erica Aparecida Pereira dos Santos.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Outros processuais\Trabalhista\memorando - solicitacao de autorizacao para acordo - Erica Aparecida Pereira dos Santos - CNJ 0067100-30.2008.5.03.0083.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 05-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 05-2015 - CNJ 0006220-16.2015.8.16.6000.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 17-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Editais\TJPR 01-2014 - edital 17-2015 - CNJ 5007448-08.2015.4.04.7002.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Outros\Decisao agravada - image 22.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Outros\Decisao agravada - image 22 - CNJ 0056590-31.2011.4.01.3400.pdf"
"C:\Users\mauri\HD_Mau\03 - Administrativo\Atas e sessoes\Ata da audiencia TST 29-03-2010.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Atas e sessoes\Ata da audiencia TST 29-03-2010 - CNJ 1956566-24.2008.5.00.0000.pdf"
"C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Outros\Manifestacao SERPRO.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Outros\Manifestacao SERPRO - CNJ 0106600-73.2009.5.03.0114.pdf"
