id|nat|tipo|materia|nomeNovo
1|04 - Pessoal e financeiro||Faturas e boletos|boleto - Micheli Mota Simoes da Silva
2|04 - Pessoal e financeiro||Comprovantes e recibos|Microsoft Office Home e Business 32-64 bits - Balao da Informatica
3|04 - Pessoal e financeiro||Comprovantes e recibos|Microsoft Office Home e Business 32-64 bits - Kabum
4|04 - Pessoal e financeiro||Comprovantes e recibos|Microsoft Windows 8.1 Pro 32-64 bits - Balao da Informatica
5|04 - Pessoal e financeiro||Comprovantes e recibos|Microsoft Windows 8.1 Pro 32-64 bits - Kabum
6|04 - Pessoal e financeiro||Comprovantes e recibos|Microsoft Windows Server 2008 64 bits - Kabum
7|04 - Pessoal e financeiro||Impostos|CDA DAE 7274-50 - Miguel Raymundo Rezende
8|04 - Pessoal e financeiro||Impostos|CDA DAE 7279-48 - Miguel Raymundo Rezende
9|04 - Pessoal e financeiro||Impostos|CDA DAE - Minas Alimentos Sul Brasileiro LTDA
10|04 - Pessoal e financeiro||Impostos|CDA DAE - Mineracao Arco-Iris LTDA EPP (2)
11|04 - Pessoal e financeiro||Impostos|CDA DAE - Mineracao Arco-Iris LTDA EPP
12|04 - Pessoal e financeiro||Faturas e boletos|Minha NET Claro Now
13|04 - Pessoal e financeiro||Faturas e boletos|Minha OI - 02-11-2016
14|04 - Pessoal e financeiro||Outros|Moacir - financeira
15|04 - Pessoal e financeiro||Outros|Moacir - financeira
16|04 - Pessoal e financeiro||Impostos|CDA DAE - Moacir Goncalves
17|04 - Pessoal e financeiro||Declarações|MODELO - declaracao de disponibilidade de tempo para cursar mestrado 2018 - Mauricio Augusto Chiaramonte Vieira
18|04 - Pessoal e financeiro||Declarações|modelo de declaracao
19|04 - Pessoal e financeiro||Comprovantes e recibos|modelo - comprovante de retirada
20|04 - Pessoal e financeiro||Outros|motorista operacional - abono emergencial e AADC - Antonio Jose de Souza Filho
21|04 - Pessoal e financeiro||Faturas e boletos|boleto - Muller Diego da Silva
22|04 - Pessoal e financeiro||Comprovantes e recibos|multa Polo - estadio Mane Garrincha - pagamento
23|04 - Pessoal e financeiro||Faturas e boletos|multa Polo - estadio Mane Garrincha
24|04 - Pessoal e financeiro||Faturas e boletos|multas
25|04 - Pessoal e financeiro||Declarações|nada consta - 2020
26|04 - Pessoal e financeiro||Outros|O mito da propriedade - os impostos e a justica - Thomas Nagel e Liam Murphy
27|04 - Pessoal e financeiro||Outros|Natalino Jose - financeira
28|04 - Pessoal e financeiro||Outros|Nazario - financeira
29|04 - Pessoal e financeiro||Comprovantes e recibos|DAE paga - Neide Aparecida da Silva
30|04 - Pessoal e financeiro||Outros|Neirosa da Silva - financeira
31|04 - Pessoal e financeiro||Faturas e boletos|NET Combo Multi
32|04 - Pessoal e financeiro||Outros|Netflix
33|04 - Pessoal e financeiro||Impostos|CDA DAE AGE - Neusina
34|04 - Pessoal e financeiro||Comprovantes e recibos|NF - Vivara
35|04 - Pessoal e financeiro||Comprovantes e recibos|NF 1
36|04 - Pessoal e financeiro||Comprovantes e recibos|NF 2
37|04 - Pessoal e financeiro||Comprovantes e recibos|NFe - haste intramedular bloqueada
38|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 1 (2)
39|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 1
40|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 2
41|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 3
42|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 4
43|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 5
44|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 6
45|04 - Pessoal e financeiro||Comprovantes e recibos|NFe 7
46|04 - Pessoal e financeiro||Comprovantes e recibos|NFe - Epson
47|04 - Pessoal e financeiro||Comprovantes e recibos|NFe - Multilaser
48|04 - Pessoal e financeiro||Comprovantes e recibos|NFe oculos - Otica Versatil
49|04 - Pessoal e financeiro||Outros|Nilton Manger - cadastral
50|04 - Pessoal e financeiro||Outros|Nilton Ovakosky - financeira
51|04 - Pessoal e financeiro||Faturas e boletos|boleto - Nilza Ferreira de Castro
52|04 - Pessoal e financeiro||Comprovantes e recibos|nota fiscal - Mauricio Augusto Chiaramonte Vieira 2
53|04 - Pessoal e financeiro||Comprovantes e recibos|nota fiscal - Mauricio Augusto Chiaramonte Vieira
54|04 - Pessoal e financeiro||Comprovantes e recibos|nota fiscal 6447
55|04 - Pessoal e financeiro||Comprovantes e recibos|nota fiscal - Samsung Galaxy S6 Edge
56|04 - Pessoal e financeiro||Comprovantes e recibos|nota fiscal - tabelionato
57|04 - Pessoal e financeiro||Comprovantes e recibos|notas advogados - Correios
58|04 - Pessoal e financeiro||Documentos pessoais|nova senha CESPE
59|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 1o periodo - novembro 2014
60|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 2o periodo - novembro 2014
61|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 3o periodo - novembro 2014
62|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 4o periodo - novembro 2014
63|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 1o periodo - novembro 2015
64|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 2o periodo - novembro 2015
65|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 3o periodo - novembro 2015
66|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 4o periodo - novembro 2015
67|04 - Pessoal e financeiro||Documentos pessoais|Nubank CPF - Mauricio
68|04 - Pessoal e financeiro||Documentos pessoais|Nubank CPF - Carol
69|04 - Pessoal e financeiro||Faturas e boletos|Nubank
70|04 - Pessoal e financeiro||Documentos pessoais|numero de inscricao
71|04 - Pessoal e financeiro||Documentos pessoais|numero pos-pago - Matheus
72|04 - Pessoal e financeiro||Outros|o maior salario da Esplanada dos Ministerios
73|04 - Pessoal e financeiro||Comprovantes e recibos|OAB Saude - despesas efetivadas em 2015
74|04 - Pessoal e financeiro||Faturas e boletos|Oi Conta Total - 02-11-2016
75|04 - Pessoal e financeiro||Faturas e boletos|Oi Movel - 15-10-2016
76|04 - Pessoal e financeiro||Outros|On Site - formas de pagamento e tributacao
77|04 - Pessoal e financeiro||Impostos|CDA DAE - Orlando Dias Rezende (2)
78|04 - Pessoal e financeiro||Impostos|CDA DAE - Orlando Dias Rezende
79|04 - Pessoal e financeiro||Outros|Osny - financeira
80|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 1o periodo - outubro 2014
81|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 2o periodo - outubro 2014
82|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 3o periodo - outubro 2014
83|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 1o periodo - outubro 2015
84|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 2o periodo - outubro 2015
85|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 3o periodo - outubro 2015
86|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 4o periodo - outubro 2015
87|04 - Pessoal e financeiro||Comprovantes e recibos|comprovante - 1o periodo - outubro 2016
