id|nat|tipo|materia|nomeNovo
1|01 - Jurídico|Acórdãos e decisões|Cível|(10) Acórdão - ED modificativos
2|01 - Jurídico|Acórdãos e decisões|Cível|(11) Acórdão - rejeição - Unimed-BH
3|01 - Jurídico|Acórdãos e decisões|Cível|(19) Decisão STJ
4|01 - Jurídico|Acórdãos e decisões|Cível|(2) Acórdão - improcedência inicial
5|01 - Jurídico|Acórdãos e decisões|Cível|(21) Decisão inadmissibilidade - Unimed-BH
6|01 - Jurídico|Acórdãos e decisões|Cível|(23) Decisão perícia
7|01 - Jurídico|Acórdãos e decisões|Cível|(3) Acórdão - ED rejeitados
8|01 - Jurídico|Acórdãos e decisões|Cível|(5) STJ - decisão monocrática - provimento
9|01 - Jurídico|Acórdãos e decisões|Cível|(8) Acórdão - procedência inicial
10|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão 009
11|01 - Jurídico|Acórdãos e decisões|Administrativo|10ª decisão - relatório VIGEP-009-2012
12|01 - Jurídico|Acórdãos e decisões|Administrativo|15ª decisão - relatório VIGEP-010-2012
13|01 - Jurídico|Acórdãos e decisões|Outros|16-9 julgados
14|01 - Jurídico|Acórdãos e decisões|Outros|1ª Seção - 2012-2011
15|01 - Jurídico|Acórdãos e decisões|Eleitoral|21028 relatório e voto - AgR-PET 2006 - republicação - perda de objeto - revogação tácita - ausência de publicação - prejuízo - inocorrência - AR - RC
16|01 - Jurídico|Acórdãos e decisões|Administrativo|26ª decisão - relatório VIGEP-017-2012 - diferencial de mercado
17|01 - Jurídico|Acórdãos e decisões|Administrativo|26ª decisão - relatório VIGEP-020-2012
18|01 - Jurídico|Acórdãos e decisões|Administrativo|29ª decisão - relatório VIGEP-021-2012
19|01 - Jurídico|Acórdãos e decisões|Administrativo|32ª decisão - relatório VIJUR-001-2011
20|01 - Jurídico|Acórdãos e decisões|Administrativo|32ª decisão - relatório VIJUR-002-2012
21|01 - Jurídico|Acórdãos e decisões|Administrativo|35ª decisão - comunicação VIJUR-001-2012
22|01 - Jurídico|Acórdãos e decisões|Administrativo|35ª decisão - relatório VIGEP-022-2012
23|01 - Jurídico|Acórdãos e decisões|Administrativo|3ª decisão - relatório VIGEP-001-2012
24|01 - Jurídico|Acórdãos e decisões|Administrativo|3ª decisão - relatório VIGEP-003-2012
25|01 - Jurídico|Acórdãos e decisões|Administrativo|44ª decisão - relatório DIGEP-050-2009
26|01 - Jurídico|Acórdãos e decisões|Administrativo|49ª decisão - relatório VIJUR-004-2012
27|01 - Jurídico|Acórdãos e decisões|Outros|Decisão - 26-05-2003
28|01 - Jurídico|Acórdãos e decisões|Administrativo|5ª decisão - relatório VIGEP-004-2012
29|01 - Jurídico|Acórdãos e decisões|Administrativo|9ª decisão - relatório VIGEP-002-2012 - ampliação de efetivo
30|01 - Jurídico|Acórdãos e decisões|Administrativo|9ª decisão - relatório VIGEP-005-2012
31|01 - Jurídico|Acórdãos e decisões|Administrativo|9ª decisão - relatório VIGEP-007-2012
32|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - saldamento do Postalis é válido
33|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - Oliveira Schlickmann
34|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - ação coletiva - substituição processual - sindicato - progressões por merecimento e antiguidade - direitos individuais heterogêneos - ilegitimidade ativa
35|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão GDAT FBC 0776-2012
36|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão GDLAPM 0029-2013 (2)
37|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão GDLAPM 0029-2013
38|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão (2)
39|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - convocação concurso telegrama - favorável à ECT
40|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - dissídio coletivo - TST - 2011
41|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - gratificação de função - incorporação - favorável - Paraíba
42|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT 6 - equiparação a bancário - favorável
43|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão
44|01 - Jurídico|Acórdãos e decisões|Penal|Acórdão 2009 - falsificação LOEC - Paraná
45|01 - Jurídico|Acórdãos e decisões|Cível|Acórdão - danos morais - assalto
46|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão ESAP - vínculo de emprego
47|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão favorável - PCCS - progressões horizontais por antiguidade - compensação - acordo coletivo
48|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - indenização em dobro - FGTS - Paraíba - publicado 02-03-2012
49|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdão INSS sobre abono de férias - apelação em MS 2000.01.00.060694-2 - 26-09-2005
50|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 120
51|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 12382
52|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 2026
53|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 253
54|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 27008
55|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 773040
56|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - responsabilidade subsidiária-solidária
57|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE 1983 (2)
58|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE 1983 (1-1)
59|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE 1983
60|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE 54588
61|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE AI 274
62|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE AI 614
63|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 122443
64|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 130
65|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 1371
66|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 2130
67|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 228095
68|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 235186
69|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 23830
70|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 248187
71|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 4025
72|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 48048
73|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE REspe 760572
74|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE RHC 5642
75|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE RMS 160370
76|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - vale alimentação-refeição - não incorporação - TRT PB
77|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão REspe 210771
78|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão
79|01 - Jurídico|Acórdãos e decisões|Tributário|Acórdão - imunidade IPTU - STF
80|01 - Jurídico|Acórdãos e decisões|Constitucional|Acórdão UDN - Vitor Nunes Leal
81|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdão decisão TCU DL concurso ECT 1111 2010 - TC 010-901-2010-8 - Simplex
82|01 - Jurídico|Acórdãos e decisões|Previdenciário|Acórdão (1) TRF4 - teto TPT - Maringá
83|01 - Jurídico|Acórdãos e decisões|Previdenciário|Acórdão (2) TRF4 - teto TPT - Maringá
84|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão (2)
85|01 - Jurídico|Acórdãos e decisões|Previdenciário|Acórdão (3) TRF4 - teto TPT - Maringá
86|01 - Jurídico|Acórdãos e decisões|Previdenciário|Acórdão (4) TRF4 - teto TPT - Maringá
87|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - ACP - MOT
88|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão ESAP - reconhecimento da prescrição
89|01 - Jurídico|Acórdãos e decisões|Cível|Acórdão - existência jurídica da decisão
90|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Francisco das Chagas Passos +2
91|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Hugo Leonardo
92|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Joimar
93|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Juarez - incompetência
94|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - justa causa
95|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Marcos Amaro da Costa
96|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Márcia Henn
97|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - prescrição total - Postalis
98|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - Sebastião Raimundo Nascimento
99|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT 9ª Região - estabilidade decenal - FGTS - egressos no PDV
100|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão 1
101|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão 2
102|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão 20111607900 - TRT02 - Postalis - saldamento - validade
103|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão afastando a responsabilidade subsidiária - 07-07-2008
104|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão AIRR
105|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão Alagoas
106|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdão - aposentadoria notários - Rio Grande do Sul
107|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdão da apelação FAACO - TRF - Brasília
108|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdão da prova de títulos
109|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão desfavorável
