id|nat|tipo|materia|nomeNovo
1|01 - Jurídico|Recursos|Eleitoral|AI 126984 - relatorio e voto - conduta vedada, emenda parlamentar, multa, subvencao, ano eleitoral - SE - 01-2018 - AVB
2|01 - Jurídico|Recursos|Eleitoral|AI 128198 - relatorio e voto - conduta vedada, emenda parlamentar, multa, subvencao, ano eleitoral - SE - 01-2018 - AVB
3|01 - Jurídico|Recursos|Eleitoral|AI 128368 - relatorio e voto - conduta vedada, emenda parlamentar, multa, subvencao, ano eleitoral - SE - 01-2018 - AVB
4|01 - Jurídico|Recursos|Eleitoral|AI 13007 - carater nao jurisdicional, administrativo disciplinar, abuso de autoridade, nao conhecimento - SP - 09-2016 - AVB
5|01 - Jurídico|Recursos|Eleitoral|AI 1340 - captacao ilicita, centro social, presuncao, provimento, cautelar - RJ - 04-2015 - AVB
6|01 - Jurídico|Recursos|Eleitoral|AI 14317 - doacao acima do limite, pj, proibicao licitar, valor alto, manutencao - BA - 06-2017 - JV
7|01 - Jurídico|Recursos|Eleitoral|AI 1453 - crime, prefeito, art. 299 CE, reexame, dissidio nao configurado - 05-2015 - BP
8|01 - Jurídico|Recursos|Eleitoral|AI 1538 - crime, prefeito, art. 299 CE, reexame, dissidio nao configurado - 05-2015 - BP
9|01 - Jurídico|Recursos|Eleitoral|AI 16341 - execucao fiscal, multa a coligacao, solidariedade entre os partidos - SC - 09-2016 - AVB
10|01 - Jurídico|Recursos|Eleitoral|AI 16958 - SC - LM
11|01 - Jurídico|Recursos|Eleitoral|AI 16958 - aije, captacao ilicita, excecao de impedimento, intempestividade - SC - 06-2014 - SM
12|01 - Jurídico|Recursos|Eleitoral|AI 16958 - aije, captacao ilicita, excecao de impedimento, intempestividade - SC - 06-2014 - SM
13|01 - Jurídico|Recursos|Eleitoral|AI 1831 - despacho - vista ao advogado - PI - 11-2014 - AVB
14|01 - Jurídico|Recursos|Eleitoral|AI 1862 - decisao - AIME, abuso, centro social, presuncao - 06-2015 - AM
15|01 - Jurídico|Recursos|Eleitoral|AI 1948 - doacao acima do limite, pj, lei 13165, revogacao art. 81, multa nao tem natureza tributaria, manutencao - ES - 07-2017 - JV
16|01 - Jurídico|Recursos|Eleitoral|AI 215 - acao penal, inaplicabilidade do principio indivisibilidade APP, prova judicializada, reformatio in pejus nao prequestionada, reexame fatico, nega seguimento - PI - 06-2016 - TPR
17|01 - Jurídico|Recursos|Eleitoral|AI 220147 - decisao, peticao, republicacao, ausencia pedido exclusividade, indeferimento - MG - 10-2016 - AVB
18|01 - Jurídico|Recursos|Eleitoral|AI 220147 - vista ao advogado - MG - 04-2016 - AVB
19|01 - Jurídico|Recursos|Eleitoral|AI 24562 - prestacao de contas, partido, juntada documentos em ED, preclusao, desprovimento - SP - FGPC
20|01 - Jurídico|Recursos|Eleitoral|AI 2469 - captacao ilicita, reexame, desprovimento - RJ - 05-2015 - NB
21|01 - Jurídico|Recursos|Eleitoral|AI 247409 - propaganda, placas justapostas, efeito outdoor, reexame - BA - 10-2014 - AVB
22|01 - Jurídico|Recursos|Eleitoral|AI 2621 - doacao acima do limite, pj, proibicao licitar, valor alto, provimento MP, desprovimento pj - SP - 09-2016 - JV - JBS
23|01 - Jurídico|Recursos|Eleitoral|AI 2724 - AIME, abuso e captacao, centro social, presuncao, provimento, cautelar - RJ - 04-2015 - AVB
24|01 - Jurídico|Recursos|Eleitoral|AI 2849 - doacao acima do limite, pj, proibicao licitar, valor alto, provimento MP - SP - 03-2017 - JV
25|01 - Jurídico|Recursos|Eleitoral|AI 2987 - doacao acima do limite, pj, ilegitimidade MP, conceito rendimentos brutos, manutencao - MS - 06-2017 - JV
26|01 - Jurídico|Recursos|Eleitoral|AI 303-52
27|01 - Jurídico|Recursos|Eleitoral|AI 32354 - AIJE, intimacao advogado, ciencia inequivoca, recurso eleitoral intempestivo - PA - 01-2016 - JBS
28|01 - Jurídico|Recursos|Eleitoral|AI 32921 - ausencia prequestionamento, impossibilidade, reexame - SP - 08-2014 - VSP
29|01 - Jurídico|Recursos|Eleitoral|AI 34305 - ausencia prequestionamento, impossibilidade, reexame - SP - 07-2014 - VSP
30|01 - Jurídico|Recursos|Eleitoral|AI 35573 - captacao ilicita, combustivel, caracterizada, reexame, multa proporcionalidade - MS - 02-2015 - AVB
