id|nat|tipo|materia|nomeNovo
9251|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4323 - propaganda - derramamento de santinhos - multa - Duque de Caxias-RJ
9252|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4328 - prestação de contas - doação acima do limite - PJ - bem estimável em dinheiro
9253|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4349 - representação - doação acima do limite legal - pessoa jurídica - desprovimento - Rio Branco-AC
9254|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4350 - contas de campanha - doação acima do limite - PJ - não ocorrência de lei mais benéfica
9255|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44-34 - AL
9256|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44-38 - PA
9257|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44-41 - SC
9258|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44-67 - SP
9259|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44-96 - RJ
9260|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 441-82 - eleições 2016 - art. 41-A - reexame - desprovimento - ES
9261|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44376 - propaganda - desprovimento - Suzano-SP
9262|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 448-34 - prestação de contas - extratos bancários todo o período - art. 36 §6 RITSE - proporcionalidade - SE
9263|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 44833 - comissão provisória - dissolução - devido processo legal - Morros-MA
9264|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 45-16 - RN
9265|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 45-78 - PE
9266|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 456 - direitos políticos - cadastro eleitoral - ASE 540 - Campo Azul-MG
9267|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 46-20 - PE
9268|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 46-36 - Chiador-MG
9269|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4614 - voto-vista - registro - inelegibilidade - desincompatibilização - Riachão-MA
9270|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4636 - registro - inelegibilidade - alínea g - Jataúba-PE
9271|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 465-93 - RVE - Contagem-MG
9272|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 465-93 - RVE - Contagem-MG - 2
9273|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 47-48 - RVE - São José dos Campos-SP
9274|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 47570 - penal - art. 299 corrupção - execução imediata - Taiúva-SP
9275|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 477-75 - RVE - Osasco-SP
9276|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 478-20 - eleições 2016 - prestação de contas - aprovação com ressalvas - valor módico - desprovimento - SP
9277|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 48-16 - RVE - Santana do Livramento-RS
9278|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 48-21 - RVE - Nova Londrina-PR
9279|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 480-19 - eleições 2016 - AIJE - abuso - art. 41-A afastado - distribuição de combustível - desprovimento - RS
9280|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4845 - ilegitimidade - partido isoladamente - impugnação - Ichu-BA
9281|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 48741 - voto-vista - registro - inelegibilidade - alínea g - Lei de Responsabilidade Fiscal - ausência de repasse sindical - Rincão-SP
9282|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 49-26 - Avaí-SP
9283|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 493-92 - SP
9284|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5-79 - Campo Novo-RS
9285|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 50-79 - AL
9286|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 50-84 - SP
9287|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 504-04 - PE
9288|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 51-06 - BA
9289|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 51-58 - eleições 2016 - propaganda eleitoral irregular - adesivação de veículo - efeito outdoor - desprovimento - CE
9290|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5150 - Theobroma-RO
9291|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 52-13 - RVE - Bagé-RS
9292|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 52-78 - prestação de contas - exercício financeiro 2012 - reiteração de argumentos - Súmulas 26 e 24 - negativa de seguimento - RN
9293|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5217 - prestação de contas - partido - doação - autoridade - Porto Alegre-RS
9294|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 525 - filiação - desídia do partido - inclusão de item em relação monocrática - Landri Sales-PI
9295|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 53-82 - RVE - São João do Rio do Peixe-PB
9296|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5316 - doação eleitoral acima do limite - multa - PJ - São Paulo-SP
9297|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5338 - doação acima do limite legal - pessoa física - divergência bens móveis - prova da propriedade - Jaboticabal
9298|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5406-82
9299|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5433 - doação acima do limite - pessoa jurídica - art. 23 §7 Lei 9.504 - inaplicabilidade - Aracaju-SE
9300|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5494 - despacho - registro - contrarrazões - SP - 10-2016
9301|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5494 - eleições 2016 - inelegibilidade - ato de improbidade - LC 135 - aplicabilidade - manutenção - SP - 10-2016
9302|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 55352 - AIJE - abuso de poder - prefeito - CE
9303|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 56-10.2016
9304|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 56-93 - RVE - Tupaciguara-MG
9305|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 569952 - contas de campanha - documentos - juntada em ED - inadmissibilidade - São Paulo-SP
9306|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 57-08 - Gameleira de Goiás-GO
9307|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 57-21 - Capão Alto-SC
9308|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 57-33 - RVE - Rio Branco-AC
9309|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5739 - registro - alínea g - suspensão TCM - fato superveniente - Saboeiro-CE
9310|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5761 - contas de campanha - doação acima do limite - PF - contribuinte isento - rendimento zero
9311|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 577-64 - PB
9312|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 5881 - prestação de contas - doação acima do limite - PJ - potencialidade - retroatividade Lei 13.165
