id|nat|tipo|materia|nomeNovo
1|02 - Estudos e concursos||Direito Empresarial|JOTA - tecnologias disruptivas no comércio eletrônico
2|02 - Estudos e concursos||Atualidades e Outros|JOTA - um tributo à internet
3|02 - Estudos e concursos||Atualidades e Outros|JOTA - às vezes é preciso pisar na lei para acabar com pânico no mercado
4|02 - Estudos e concursos||Direito Empresarial|JOTA Inside - moeda eletrônica, moeda virtual e a redução do uso do dinheiro em espécie - BACEN, Bitcoin, CVM
5|02 - Estudos e concursos||Direito do Trabalho|jovem aprendiz - Lucas Otávio Tavares
6|02 - Estudos e concursos||Direito Civil|JTS - cartilha informativa
7|02 - Estudos e concursos||Direito Civil|JTS - mais requisitos para a escritura pública
8|02 - Estudos e concursos||Direito Civil|JTS - menosprezo à escritura pública
9|02 - Estudos e concursos||Direito Civil|JTS - técnicas de redação da escritura pública
10|02 - Estudos e concursos||Direito Constitucional|judicialidade dos direitos sociais
11|02 - Estudos e concursos||Atualidades e Outros|juízes diretores no interior
12|02 - Estudos e concursos||Direito do Trabalho|julgado TST - competência da Justiça do Trabalho
13|02 - Estudos e concursos||Direito Processual Civil|julgados em recursos repetitivos STJ
14|02 - Estudos e concursos||Direito Processual Civil|julgamento extra petita
15|02 - Estudos e concursos||Atualidades e Outros|dissertação - Julia Rosseti Picinin Arruda Vieira
16|02 - Estudos e concursos||Direito Processual Civil|Junoy parte 01
17|02 - Estudos e concursos||Direito Processual Civil|Junoy parte 02
18|02 - Estudos e concursos||Direito Civil|jurisprudência consumidor
19|02 - Estudos e concursos||Direito Empresarial|jurisprudência empresarial
20|02 - Estudos e concursos||Atualidades e Outros|jurisprudência Joimar
21|02 - Estudos e concursos||Direito Processual Civil|jurisdição, ação e processo - notas diferenciadoras - neoinstitucionalismo vs instrumentalidade
22|02 - Estudos e concursos||Atualidades e Outros|jurisprudência Alessandre
23|02 - Estudos e concursos||Direito Administrativo|jurisprudência estabilidade processo administrativo
24|02 - Estudos e concursos||Direito Processual Civil|jurisprudência contestação de mérito
25|02 - Estudos e concursos||Direito Processual Civil|jurisprudência preliminares de contestação
26|02 - Estudos e concursos||Direito Processual Civil|jurisprudência reconvenção
27|02 - Estudos e concursos||Atualidades e Outros|jurisprudência
28|02 - Estudos e concursos||Atualidades e Outros|jurisprudência súmulas completo
29|02 - Estudos e concursos||Direito Penal|jurisprudência - PC
30|02 - Estudos e concursos||Direito Previdenciário|jurisprudência 1 - limbo previdenciário
31|02 - Estudos e concursos||Atualidades e Outros|jurisprudência 1
32|02 - Estudos e concursos||Direito Previdenciário|jurisprudência 2 - limbo previdenciário
33|02 - Estudos e concursos||Direito Constitucional|jurisprudência constituição finanças públicas
34|02 - Estudos e concursos||Direito Previdenciário|jurisprudência contribuições previdenciárias
35|02 - Estudos e concursos||Direito Processual Civil|jurisprudência do prequestionamento
36|02 - Estudos e concursos||Direito Constitucional|jurisprudência do Supremo Tribunal Federal
37|02 - Estudos e concursos||Direito Processual Civil|jurisprudência impropriedade rito sumaríssimo
38|02 - Estudos e concursos||Direito do Trabalho|jurisprudência iterativa TST - parcelas de responsabilidade subsidiária
39|02 - Estudos e concursos||Direito Tributário|jurisprudência ITF súmula 372
40|02 - Estudos e concursos||Direito Processual Civil|jurisprudência monitórias Caixa
41|02 - Estudos e concursos||Direito Constitucional|jurisprudência MS
42|02 - Estudos e concursos||Atualidades e Outros|jurisprudência Superior Tribunal de Justiça
43|02 - Estudos e concursos||Direito Constitucional|jurisprudência Supremo Tribunal Federal
44|02 - Estudos e concursos||Direito Civil|jurisprudência veículos usados
45|02 - Estudos e concursos||Direito Civil|jurisprudência desapropriação e usucapião especiais
46|02 - Estudos e concursos||Direito Constitucional|jurisprudência HC punições militares
47|02 - Estudos e concursos||Direito Administrativo|jurisprudência militares diversos
48|02 - Estudos e concursos||Direito Constitucional|jurisprudência ordem econômica
49|02 - Estudos e concursos||Direito Constitucional|jurisprudência ordem social
50|02 - Estudos e concursos||Direito Processual Penal|jurisprudência poder investigatório da polícia e do MP - STJ
51|02 - Estudos e concursos||Direito Administrativo|jurisprudência polícia federal
52|02 - Estudos e concursos||Direito Constitucional|jurisprudência políticas públicas
53|02 - Estudos e concursos||Direito Civil|juros de 0,5%
54|02 - Estudos e concursos||Direito Tributário|juros de mora Fazenda Pública
55|02 - Estudos e concursos||Direito Civil|juros e correção monetária
56|02 - Estudos e concursos||Atualidades e Outros|Jus Navigandi
57|02 - Estudos e concursos||Atualidades e Outros|Jusbrasil
58|02 - Estudos e concursos||Direito do Trabalho|justa causa e auxílio-doença
59|02 - Estudos e concursos||Direito Penal|justa causa e gravidade da pena
60|02 - Estudos e concursos||Atualidades e Outros|justificativa de alteração de gabarito TCU 2009
61|02 - Estudos e concursos||Atualidades e Outros|justificativas de alteração de gabarito
