id|nat|tipo|materia|nomeNovo
7751|01 - Jurídico|Recursos|Eleitoral|AgR-Pet 0601339 - autos físicos, agravo interno pelo PJe, nega provimento - NLB
7752|01 - Jurídico|Recursos|Eleitoral|AgR-REspe PC 224070 - vistas ao agravado para manifestação - 05-2018 - HCF - ORN
7753|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 136-76
7754|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 16377 - eleições 2016 - RRC indeferido, candidato analfabeto, decisão mantida - 10-2016 - ACR
7755|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 17554 - eleições 2016 - RRC deferido, desincompatibilização desnecessária, ausência de previsão legal, decisão mantida - 12-2016 - ACR
7756|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 18243 - relatório e voto - propaganda eleitoral antecipada, decisão mantida - 06-2016 - ACR
7757|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 399403893 - relatório e voto - AIME 30-A, decisão mantida - 05-2015 - AM
7758|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 224070 - ausência de juntada de recibos eleitorais, desaprovação, precedentes TSE, recurso provido - 06-2018 - HCF - ORN
7759|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 2437 - relatório e voto - registro 2012, assistência simples - 03-2015 - AM
7760|01 - Jurídico|Recursos|Eleitoral|AgR-REspe 4204 - decisão - reconsideração - 08-2015 - AM
7761|01 - Jurídico|Recursos|Eleitoral|AgR-AI 1393 - despacho - contrarrazões - 09-2017 - JV
7762|01 - Jurídico|Recursos|Eleitoral|AgR-AI 14031 - intimação de parecer conclusivo em prestação de contas, reexame de matéria fática
7763|01 - Jurídico|Recursos|Eleitoral|AgR-AI 14031 - intimação de parecer conclusivo em prestação de contas, reexame de matéria fática
7764|01 - Jurídico|Recursos|Eleitoral|AgR-AI 1478 - despacho - contrarrazões - 09-2017 - JV
7765|01 - Jurídico|Recursos|Eleitoral|AgR-AI 2255 - despacho - contrarrazões - 09-2017 - JV
7766|01 - Jurídico|Recursos|Eleitoral|AgR-AI 2340 - despacho - contrarrazões - 09-2017 - JV
7767|01 - Jurídico|Recursos|Eleitoral|AgR-AI 2947 - despacho - contrarrazões - 09-2017 - JV
7768|01 - Jurídico|Recursos|Eleitoral|AgR-AI 330-60 - relatório e voto - representação, captação ilícita comprovada, revisão de fatos e provas, manutenção - 06-2018 - JV - LL
