id|nat|tipo|materia|nomeNovo
13751|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Cicero Santos
13752|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Fernando José (alteracao 1)
13753|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Fernando José
13754|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Marcos Gomes da Silva
13755|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Marcos Lopes (alterado 1)
13756|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Marcos Lopes (alterado 2)
13757|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Marcos Lopes
13758|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Myriam Damiani (alteracao 1)
13759|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Myriam Damiani
13760|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Roberto Antonio
13761|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Roberto Antônio (alterado 1)
13762|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Rosangela Ortiz
13763|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Sergio Luiz
13764|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Valeria Marques (alterada Jose Lucio)
13765|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - CAP - Valeria Marques
13766|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Cristiano Rodrigues (versao 3)
13767|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Cristiano Rodrigues
13768|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - responsabilidade subsidiaria - IN 3 MPOG - Edilson Rodrigues
13769|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Edmauro Miranda (alteracao 1)
13770|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - Galvânio Fernandes
13771|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - Lais Scuotto
13772|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Luiz Antonio Campos (alteracao 1)
13773|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Luiz Antonio Campos
13774|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Nailton Oliveira (versao 3)
13775|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Nailton Oliveira (versao 7-2)
13776|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - analise do caso concreto - Nailton Oliveira (versao 7)
13777|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - PCCS progressoes - Rogério Araújo Alves
13778|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - Sonia Maria
13779|01 - Jurídico|Recursos|Trabalhista|RR - recurso de revista - TRT
