id|nat|tipo|materia|nomeNovo
1|03 - Administrativo||Comunicações internas|aviso 05
2|03 - Administrativo||Outros|acesso ao sistema SISCARTORIO
3|03 - Administrativo||Outros|acesso ao sistema Telecartweb - SERASA
4|03 - Administrativo||Outros|acesso CNJ
5|03 - Administrativo||Outros|acesso dados datalake SEAI
6|03 - Administrativo||Outros|acesso PC GAB
7|03 - Administrativo||Contratos e termos|acordo de cooperacao tecnica USP-TSE
8|03 - Administrativo||Comunicações internas|acrescimos e supressoes - CI-GCOJ-DEJUR-2955-2011
9|03 - Administrativo||Atas e sessões|ADM 1-7 completa - ordem julgamento
10|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 03-11-2020
11|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 20-10-2020
12|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 27-10-2020
13|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 08-10-2020
14|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 18-02-2021
15|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 25-03-2021
16|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 28-09-2021
17|03 - Administrativo||Atas e sessões|sessao administrativa por videoconferencia - 06-10-2020
18|03 - Administrativo||Atas e sessões|sessao administrativa 1-12
19|03 - Administrativo||Atas e sessões|sessao administrativa 10-11
20|03 - Administrativo||Atas e sessões|sessao administrativa 10-12
21|03 - Administrativo||Atas e sessões|sessao administrativa 10-3
22|03 - Administrativo||Atas e sessões|sessao administrativa 10-5
23|03 - Administrativo||Atas e sessões|sessao administrativa 10-8
24|03 - Administrativo||Atas e sessões|sessao administrativa 11-5
25|03 - Administrativo||Atas e sessões|sessao administrativa 11-6
26|03 - Administrativo||Atas e sessões|sessao administrativa 12-4
27|03 - Administrativo||Atas e sessões|sessao administrativa 12-5
28|03 - Administrativo||Atas e sessões|sessao administrativa 12-9
29|03 - Administrativo||Atas e sessões|sessao administrativa 13-6
30|03 - Administrativo||Atas e sessões|sessao administrativa 13-8
31|03 - Administrativo||Atas e sessões|sessao administrativa 13-9
32|03 - Administrativo||Atas e sessões|sessao administrativa 14-11
33|03 - Administrativo||Atas e sessões|sessao administrativa 14-12
34|03 - Administrativo||Atas e sessões|sessao administrativa 14-2
35|03 - Administrativo||Atas e sessões|sessao administrativa 14-4
36|03 - Administrativo||Atas e sessões|sessao administrativa 14-6
37|03 - Administrativo||Atas e sessões|sessao administrativa 14-9
38|03 - Administrativo||Atas e sessões|sessao administrativa 15-12
39|03 - Administrativo||Atas e sessões|sessao administrativa 15-9
40|03 - Administrativo||Atas e sessões|sessao administrativa 16-11
41|03 - Administrativo||Atas e sessões|sessao administrativa 16-12
42|03 - Administrativo||Atas e sessões|sessao administrativa 16-2
43|03 - Administrativo||Atas e sessões|sessao administrativa 16-3 MGM
44|03 - Administrativo||Atas e sessões|sessao administrativa 16-5
45|03 - Administrativo||Atas e sessões|sessao administrativa 16-6
46|03 - Administrativo||Atas e sessões|sessao administrativa 16-8
47|03 - Administrativo||Atas e sessões|sessao administrativa 17-11
48|03 - Administrativo||Atas e sessões|sessao administrativa 17-3
49|03 - Administrativo||Atas e sessões|sessao administrativa 17-5
50|03 - Administrativo||Atas e sessões|sessao administrativa 17-8
51|03 - Administrativo||Atas e sessões|sessao administrativa 18-10
52|03 - Administrativo||Atas e sessões|sessao administrativa 18-12
53|03 - Administrativo||Atas e sessões|sessao administrativa 18-5
54|03 - Administrativo||Atas e sessões|sessao administrativa 19-12 extra
55|03 - Administrativo||Atas e sessões|sessao administrativa 19-12
56|03 - Administrativo||Atas e sessões|sessao administrativa 19-4
57|03 - Administrativo||Atas e sessões|sessao administrativa 19-5
58|03 - Administrativo||Atas e sessões|sessao administrativa 1-2
59|03 - Administrativo||Atas e sessões|sessao administrativa 1-8 extra
60|03 - Administrativo||Atas e sessões|sessao administrativa 1-8
61|03 - Administrativo||Atas e sessões|sessao administrativa 2-6
62|03 - Administrativo||Atas e sessões|sessao administrativa 2-8
63|03 - Administrativo||Atas e sessões|sessao administrativa 20-10
64|03 - Administrativo||Atas e sessões|sessao administrativa 20-4
65|03 - Administrativo||Atas e sessões|sessao administrativa 20-9
66|03 - Administrativo||Atas e sessões|sessao administrativa 21-5
67|03 - Administrativo||Atas e sessões|sessao administrativa 21-6
68|03 - Administrativo||Atas e sessões|sessao administrativa 22-11
69|03 - Administrativo||Atas e sessões|sessao administrativa 23-2
70|03 - Administrativo||Atas e sessões|sessao administrativa 24-11
71|03 - Administrativo||Atas e sessões|sessao administrativa 24-8
72|03 - Administrativo||Atas e sessões|sessao administrativa 25-10
73|03 - Administrativo||Atas e sessões|sessao administrativa 25-5
74|03 - Administrativo||Atas e sessões|sessao administrativa 25-8
75|03 - Administrativo||Atas e sessões|sessao administrativa 26-10
76|03 - Administrativo||Atas e sessões|sessao administrativa 26-4
77|03 - Administrativo||Atas e sessões|sessao administrativa 26-5
78|03 - Administrativo||Atas e sessões|sessao administrativa 26-9
79|03 - Administrativo||Atas e sessões|sessao administrativa 27-6
80|03 - Administrativo||Atas e sessões|sessao administrativa 27-9
81|03 - Administrativo||Atas e sessões|sessao administrativa 28-11
82|03 - Administrativo||Atas e sessões|sessao administrativa 28-3
83|03 - Administrativo||Atas e sessões|sessao administrativa 28-6
84|03 - Administrativo||Atas e sessões|sessao administrativa 28-9
85|03 - Administrativo||Atas e sessões|sessao administrativa 29-6
86|03 - Administrativo||Atas e sessões|sessao administrativa 29-9
87|03 - Administrativo||Atas e sessões|sessao administrativa 3-10
88|03 - Administrativo||Atas e sessões|sessao administrativa 3-5
89|03 - Administrativo||Atas e sessões|sessao administrativa 30-3
90|03 - Administrativo||Atas e sessões|sessao administrativa 30-6
91|03 - Administrativo||Atas e sessões|sessao administrativa 30-9
92|03 - Administrativo||Atas e sessões|sessao administrativa 31-10
93|03 - Administrativo||Atas e sessões|sessao administrativa 31-5
94|03 - Administrativo||Atas e sessões|sessao administrativa 31-8
95|03 - Administrativo||Atas e sessões|sessao administrativa 4-2
96|03 - Administrativo||Atas e sessões|sessao administrativa 5-10
97|03 - Administrativo||Atas e sessões|sessao administrativa 5-11
98|03 - Administrativo||Atas e sessões|sessao administrativa 5-12
99|03 - Administrativo||Atas e sessões|sessao administrativa 5-5
100|03 - Administrativo||Atas e sessões|sessao administrativa 5-9
