id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
1,1,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,801,801,,norma,"Resolução n. 22.121, de 1º de dezembro de 2005",,,,,,,"Dispõe sobre as regras de adequação de institutos ou fundações de pesquisa e de doutrinação e educação política de partidos políticos às normas estabelecidas no Código Civil de 2002. O TRIBUNAL SUPERIOR ELEITORAL, no uso de suas atribuições, tendo em vista o disposto no parágrafo único do art. 1º da Lei n. 4.737, de 15 de julho de 1965, Considerando a decisão proferida nesta data; Considerando a necessidade de adequar a atuação dos entes partidários destinados à pesquisa, doutrinação e educação política à forma jurídica que mais se amolda aos objetivos da Lei n. 9.096/1995; Considerando que, na nova ordem civil, não está prevista a existência de institutos partidários como entes personalizados; Considerando a classificação das finalidades dos institutos partidários como de cunho moral, o que os aproxima dos objetivos morais próprios das fundações (art. 62, parágrafo único, do Código Civil de 2002); Considerando ser atribuição legal do Ministério Público velar pelas fundações (art. 66 do Código Civil de 2002); Considerando que os partidos políticos devem aplicar no mínimo vinte por cento dos recursos do Fundo Partidário no ente partidário criado para as atividades de pesquisa, doutrinação e educação política (art. 44, IV, da Lei n. 9.096/1995); Considerando que o Ministério Público dos estados tem, por força de lei, velamento civil sobre as fundações e que não há previsão legal para esse controle quando o ente adota a forma de instituto; Considerando que a fundação tem como vantagem o controle permanente que o Ministério Público exercerá sobre seu funcionamento, de forma integrada à fiscalização exercida pelos órgãos da Justiça Eleitoral; Considerando a necessidade de se estabelecer rotina procedimental para igualar o tratamento da aplicação, fiscalização e prestação de contas de recursos do Fundo Partidário; RESOLVE:",,[],0,Lei n. 4.737; Lei n. 9.096/1995,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Resolução n. 22.121, de 1º de dezembro de 2005 Tipo: norma Páginas: 801-801 Resumo: Norma Resolução n. 22.121/2005: Dispõe sobre as regras de adequação de institutos ou fundações de pesquisa e de doutrinação e educação política de partidos políticos às normas estabelecidas no Código Civil de 2002. Dispõe sobre as regras de adequação de institutos ou fundações de pesquisa e de doutrinação e educação política de partidos políticos às normas estabelecidas no Código Civil de 2002. O TRIBUNAL SUPERIOR ELEITORAL, no uso de suas atribuições, tendo em vista o disposto no parágrafo único do art. 1º da Lei n. 4.737, de 15 de julho de 1965, Considerando a decisão proferida nesta data; Considerando a necessidade de adequar a atuação dos entes partidários destinados à pesquisa, doutrinação e educação política à forma jurídica que mais se amolda aos objetivos da Lei n. 9.096/1995; Considerando que, na nova ordem civil, não está prevista a existência de institutos partidários como entes personalizados; Considerando a classificação das finalidades dos institutos partidários como de cunho moral, o que os aproxima dos objetivos morais próprios das fundações (art. 62, parágrafo único, do Código Civil de 2002); Considerando ser atribuição legal do Ministério Público velar pelas fundações (art. 66 do Código Civil de 2002); Considerando que os partidos políticos devem aplicar no mínimo vinte por cento dos recursos do Fundo Partidário no ente partidário criado para as atividades de pesquisa, doutrinação e educação política (art. 44, IV, da Lei n. 9.096/1995); Considerando que o Ministério Público dos estados tem, por força de lei, velamento civil sobre as fundações e que não há previsão legal para esse controle quando o ente adota a forma de instituto; Considerando que a fundação tem como vantagem o controle permanente que o Ministério Público exercerá sobre seu funcionamento, de forma integrada à fiscalização exercida pelos órgãos da Justiça Eleitoral; Considerando a necessidade de se estabelecer rotina procedimental para igualar o tratamento da aplicação, fiscalização e prestação de contas de recursos do Fundo Partidário; RESOLVE:",Norma Resolução n. 22.121/2005: Dispõe sobre as regras de adequação de institutos ou fundações de pesquisa e de doutrinação e educação política de partidos políticos às normas estabelecidas no Código Civil de 2002.,considerando; civil; fundacoes; sobre; institutos; pesquisa; doutrinacao; educacao; politica; codigo,True,2374,594,050_resolucao_22121_2005:1,050_resolucao_22121_2005.csv,,
2,2,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,801,801,,artigo,Art. 1º,,Art. 1º,,,,,"Art. 1º Os entes criados pelos partidos políticos para pesquisa, doutrinação e educação política devem ter a forma de fundações de direito privado.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 1º Tipo: artigo Páginas: 801-801 Resumo: Art. 1º: Os entes criados pelos partidos políticos para pesquisa, doutrinação e educação política devem ter a forma de fundações de direito privado. Art. 1º Os entes criados pelos partidos políticos para pesquisa, doutrinação e educação política devem ter a forma de fundações de direito privado.","Art. 1º: Os entes criados pelos partidos políticos para pesquisa, doutrinação e educação política devem ter a forma de fundações de direito privado.",resolucao; dezembro; entes; criados; partidos; politicos; pesquisa; doutrinacao; educacao; politica,True,569,142,050_resolucao_22121_2005:2,050_resolucao_22121_2005.csv,,
3,3,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,801,801,,paragrafo,"Art. 1º, §1º",Art. 1º,Art. 1º,§1º,,,,"§ 1º Aqueles entes criados sob a forma de instituto, associação ou sociedade civil devem ser convertidos em fundações de direito privado, nos termos e prazos da lei civil (arts. 2.031 e 2.032 do Código Civil de 2002).",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 1º, §1º Tipo: paragrafo Dispositivo pai: Art. 1º ID do dispositivo pai: 050_resolucao_22121_2005:2 Páginas: 801-801 Resumo: Art. 1º, §1º: § 1º Aqueles entes criados sob a forma de instituto, associação ou sociedade civil devem ser convertidos em fundações de direito privado, nos termos e prazos da lei civil (arts. 2.031 e 2.032 do Código Civil de 2002). § 1º Aqueles entes criados sob a forma de instituto, associação ou sociedade civil devem ser convertidos em fundações de direito privado, nos termos e prazos da lei civil (arts. 2.031 e 2.032 do Código Civil de 2002).","Art. 1º, §1º: § 1º Aqueles entes criados sob a forma de instituto, associação ou sociedade civil devem ser convertidos em fundações de direito privado, nos termos e prazos da lei civil (arts. 2.031 e 2.032 do Código Civil de 2002).",civil; resolucao; dezembro; aqueles; entes; criados; forma; instituto; associacao; sociedade,True,805,201,050_resolucao_22121_2005:3,050_resolucao_22121_2005.csv,2,050_resolucao_22121_2005:2
4,4,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,801,801,,paragrafo,"Art. 1º, §2º",Art. 1º,Art. 1º,§2º,,,,"§ 2º A conversão a que se refere o parágrafo anterior não impede a manutenção do nome até então adotado por esses entes, desde que a este se acresça o vocábulo fundação.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 1º, §2º Tipo: paragrafo Dispositivo pai: Art. 1º ID do dispositivo pai: 050_resolucao_22121_2005:2 Páginas: 801-801 Resumo: Art. 1º, §2º: § 2º A conversão a que se refere o parágrafo anterior não impede a manutenção do nome até então adotado por esses entes, desde que a este se acresça o vocábulo fundação. § 2º A conversão a que se refere o parágrafo anterior não impede a manutenção do nome até então adotado por esses entes, desde que a este se acresça o vocábulo fundação.","Art. 1º, §2º: § 2º A conversão a que se refere o parágrafo anterior não impede a manutenção do nome até então adotado por esses entes, desde que a este se acresça o vocábulo fundação.",resolucao; dezembro; conversao; refere; paragrafo; anterior; impede; manutencao; nome; entao,True,709,177,050_resolucao_22121_2005:4,050_resolucao_22121_2005.csv,2,050_resolucao_22121_2005:2
5,5,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,801,802,,artigo,Art. 2º,,Art. 2º,,,,,"Art. 2º As fundações criadas pelos partidos políticos, por terem receita originária do Fundo Partidário, podem ser instituídas com uma dotação inicial inferior àquela usualmente exigida para as demais fundações de direito privado.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 2º Tipo: artigo Páginas: 801-802 Resumo: Art. 2º: As fundações criadas pelos partidos políticos, por terem receita originária do Fundo Partidário, podem ser instituídas com uma dotação inicial inferior àquela usualmente exigida para as demais fundações de direito privado. Art. 2º As fundações criadas pelos partidos políticos, por terem receita originária do Fundo Partidário, podem ser instituídas com uma dotação inicial inferior àquela usualmente exigida para as demais fundações de direito privado.","Art. 2º: As fundações criadas pelos partidos políticos, por terem receita originária do Fundo Partidário, podem ser instituídas com uma dotação inicial inferior àquela usualmente exigida para as demais fundações de direito privado.",fundacoes; resolucao; dezembro; criadas; partidos; politicos; terem; receita; originaria; fundo,True,735,184,050_resolucao_22121_2005:5,050_resolucao_22121_2005.csv,,
6,6,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,802,802,,artigo,Art. 2º-A,,Art. 2º-A,,,,,"Art. 2º-A As fundações terão objetivos vinculados aos do partido político, que é livre para estabelecer finalidades de estudo, pesquisa, doutrinação e educação política, consoante as orientações políticas que adote.",Art. 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008.,"[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Art. 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008."", ""pagina_inicial"": 802, ""pagina_final"": 802}]",1,Res.-TSE n. 22746/2008,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 2º-A Tipo: artigo Páginas: 802-802 Resumo: Art. 2º-A: As fundações terão objetivos vinculados aos do partido político, que é livre para estabelecer finalidades de estudo, pesquisa, doutrinação e educação política, consoante as orientações políticas que adote. | 1 nota(s) vinculada(s) Art. 2º-A As fundações terão objetivos vinculados aos do partido político, que é livre para estabelecer finalidades de estudo, pesquisa, doutrinação e educação política, consoante as orientações políticas que adote. Notas vinculadas: Art. 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008.","Art. 2º-A: As fundações terão objetivos vinculados aos do partido político, que é livre para estabelecer finalidades de estudo, pesquisa, doutrinação e educação política, consoante as orientações políticas que adote. | 1 nota(s) vinculada(s)",resolucao; dezembro; fundacoes; terao; objetivos; vinculados; partido; politico; livre; estabelecer,True,810,202,050_resolucao_22121_2005:6,050_resolucao_22121_2005.csv,,
7,7,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,802,802,,artigo,Art. 3º,,Art. 3º,,,,,"Art. 3º Somente o diretório nacional dos partidos políticos pode criar fundações, devendo as atribuições destas e as das representações serem fixadas em estatuto.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 3º Tipo: artigo Páginas: 802-802 Resumo: Art. 3º: Somente o diretório nacional dos partidos políticos pode criar fundações, devendo as atribuições destas e as das representações serem fixadas em estatuto. Art. 3º Somente o diretório nacional dos partidos políticos pode criar fundações, devendo as atribuições destas e as das representações serem fixadas em estatuto.","Art. 3º: Somente o diretório nacional dos partidos políticos pode criar fundações, devendo as atribuições destas e as das representações serem fixadas em estatuto.",resolucao; dezembro; somente; diretorio; nacional; partidos; politicos; pode; criar; fundacoes,True,599,150,050_resolucao_22121_2005:7,050_resolucao_22121_2005.csv,,
8,8,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,802,802,,paragrafo,"Art. 3º, §1º",Art. 3º,Art. 3º,§1º,,,,"§ 1º Cada partido político poderá criar uma única fundação, que, nos moldes da agremiação partidária que a criou, terá caráter nacional.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 3º, §1º Tipo: paragrafo Dispositivo pai: Art. 3º ID do dispositivo pai: 050_resolucao_22121_2005:7 Páginas: 802-802 Resumo: Art. 3º, §1º: § 1º Cada partido político poderá criar uma única fundação, que, nos moldes da agremiação partidária que a criou, terá caráter nacional. § 1º Cada partido político poderá criar uma única fundação, que, nos moldes da agremiação partidária que a criou, terá caráter nacional.","Art. 3º, §1º: § 1º Cada partido político poderá criar uma única fundação, que, nos moldes da agremiação partidária que a criou, terá caráter nacional.",resolucao; dezembro; cada; partido; politico; podera; criar; unica; fundacao; moldes,True,643,161,050_resolucao_22121_2005:8,050_resolucao_22121_2005.csv,7,050_resolucao_22121_2005:7
9,9,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,802,802,,paragrafo,"Art. 3º, §2º",Art. 3º,Art. 3º,§2º,,,,"§ 2º As deliberações devem necessariamente emanar do conselho da fundação denominado curador, superior ou deliberativo, conforme a nomenclatura adotada, e será este o órgão responsável perante o Ministério Público.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 3º, §2º Tipo: paragrafo Dispositivo pai: Art. 3º ID do dispositivo pai: 050_resolucao_22121_2005:7 Páginas: 802-802 Resumo: Art. 3º, §2º: § 2º As deliberações devem necessariamente emanar do conselho da fundação denominado curador, superior ou deliberativo, conforme a nomenclatura adotada, e será este o órgão responsável perante o Ministério Público. § 2º As deliberações devem necessariamente emanar do conselho da fundação denominado curador, superior ou deliberativo, conforme a nomenclatura adotada, e será este o órgão responsável perante o Ministério Público.","Art. 3º, §2º: § 2º As deliberações devem necessariamente emanar do conselho da fundação denominado curador, superior ou deliberativo, conforme a nomenclatura adotada, e será este o órgão responsável perante o Ministério Público.",resolucao; dezembro; deliberacoes; devem; necessariamente; emanar; conselho; fundacao; denominado; curador,True,799,200,050_resolucao_22121_2005:9,050_resolucao_22121_2005.csv,7,050_resolucao_22121_2005:7
10,10,Codigo_Eleitoral_2026_anotado.pdf,resolucao_22121_2005,"Resolução n. 22.121, de 1º de dezembro de 2005",Resolução n. 22.121/2005,Normas editadas pelo TSE,Resoluções,802,802,,paragrafo,"Art. 3º, §2º-A",Art. 3º,Art. 3º,§2º-A,,,,"§ 2º-A O partido político é livre, na forma de seu estatuto, para estabelecer a forma das eleições ou indicações dos órgãos colegiados da fundação que instituir, inclusive os previstos no parágrafo anterior.",Parágrafo 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008.,"[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008."", ""pagina_inicial"": 802, ""pagina_final"": 802}]",1,Res.-TSE n. 22746/2008,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Resolução n. 22.121, de 1º de dezembro de 2005 Nome popular/citação curta: Resolução n. 22.121/2005 Macrogrupo: Normas editadas pelo TSE Grupo do sumário: Resoluções Dispositivo: Art. 3º, §2º-A Tipo: paragrafo Dispositivo pai: Art. 3º ID do dispositivo pai: 050_resolucao_22121_2005:7 Páginas: 802-802 Resumo: Art. 3º, §2º-A: § 2º-A O partido político é livre, na forma de seu estatuto, para estabelecer a forma das eleições ou indicações dos órgãos colegiados da fundação que instituir, inclusive os previstos no parágrafo anterior. | 1 nota(s) vinculada(s) § 2º-A O partido político é livre, na forma de seu estatuto, para estabelecer a forma das eleições ou indicações dos órgãos colegiados da fundação que instituir, inclusive os previstos no parágrafo anterior. Notas vinculadas: Parágrafo 2º-A acrescido pelo art. 1º da Res.-TSE n. 22746/2008.","Art. 3º, §2º-A: § 2º-A O partido político é livre, na forma de seu estatuto, para estabelecer a forma das eleições ou indicações dos órgãos colegiados da fundação que instituir, inclusive os previstos no parágrafo anterior. | 1 nota(s) vinculada(s)",forma; paragrafo; resolucao; dezembro; partido; politico; livre; estatuto; estabelecer; eleicoes,True,897,224,050_resolucao_22121_2005:10,050_resolucao_22121_2005.csv,7,050_resolucao_22121_2005:7
