"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","","norma","Resolução n. 23.759, de 2 de março de 2026","","","","","","","Dispõe sobre a participação das eleitoras e dos eleitores no processo eleitoral, a partir da consolidação das disposições existentes nas demais normas eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso de suas atribuições legais, Considerando que compete à Justiça Eleitoral regulamentar o processo eleitoral, editando resoluções que, em razão das peculiaridades de cada eleição, disciplinam matérias de interesse dos diversos atores do pleito; Considerando que as normas eleitorais atualmente vigentes encontram-se dispersas em leis e em múltiplas resoluções, formando um conjunto complexo de disposições que afetam diretamente a vida do eleitor; Considerando que a eleitora e o eleitor constituem os atores principais do processo democrático e que o pleno exercício da cidadania pressupõe o acesso claro, simples e sistematizado às normas que regem seus direitos, deveres e formas de participação nas eleições; Considerando que se mostra necessária a edição de um ato normativo que reúna, em texto único, as disposições legais e regulamentares que digam respeito exclusiva e diretamente à eleitora e ao eleitor, desde o período pré-eleitoral até a diplomação dos eleitos; Considerando que a consolidação dessas normas em uma resolução específica facilitará a compreensão do processo eleitoral pelas cidadãs e pelos cidadãos, bem como auxiliará os Tribunais Regionais Eleitorais nas campanhas de orientação, educação e conscientização do eleitorado; Considerando que a iniciativa não implica modificação das resoluções editadas para o pleito de 2026, mas apenas a organização sistemática de seus conteúdos em instrumento normativo de caráter informativo e orientador; Considerando que a estruturação do texto em formato organizado contribui para a transparência, a acessibilidade e a efetividade das normas eleitorais; RESOLVE:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Resolução n. 23.759, de 2 de março de 2026
Tipo: norma
Páginas: 1103-1103
Dispõe sobre a participação das eleitoras e dos eleitores no processo eleitoral, a partir da consolidação das disposições existentes nas demais normas eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso de suas atribuições legais, Considerando que compete à Justiça Eleitoral regulamentar o processo eleitoral, editando resoluções que, em razão das peculiaridades de cada eleição, disciplinam matérias de interesse dos diversos atores do pleito; Considerando que as normas eleitorais atualmente vigentes encontram-se dispersas em leis e em múltiplas resoluções, formando um conjunto complexo de disposições que afetam diretamente a vida do eleitor; Considerando que a eleitora e o eleitor constituem os atores principais do processo democrático e que o pleno exercício da cidadania pressupõe o acesso claro, simples e sistematizado às normas que regem seus direitos, deveres e formas de participação nas eleições; Considerando que se mostra necessária a edição de um ato normativo que reúna, em texto único, as disposições legais e regulamentares que digam respeito exclusiva e diretamente à eleitora e ao eleitor, desde o período pré-eleitoral até a diplomação dos eleitos; Considerando que a consolidação dessas normas em uma resolução específica facilitará a compreensão do processo eleitoral pelas cidadãs e pelos cidadãos, bem como auxiliará os Tribunais Regionais Eleitorais nas campanhas de orientação, educação e conscientização do eleitorado; Considerando que a iniciativa não implica modificação das resoluções editadas para o pleito de 2026, mas apenas a organização sistemática de seus conteúdos em instrumento normativo de caráter informativo e orientador; Considerando que a estruturação do texto em formato organizado contribui para a transparência, a acessibilidade e a efetividade das normas eleitorais; RESOLVE:","Dispõe sobre a participação das eleitoras e dos eleitores no processo eleitoral, a partir da consolidação das disposições existentes nas demais normas eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso de suas atribuições legais...","considerando; eleitoral; normas; processo; eleitorais; resolucao; disposicoes; resolucoes; eleitor; marco","True","2097","524"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","estrutura","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","","","","","","","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: CAPÍTULO I - DISPOSIÇÕES PRELIMINARES
Tipo: estrutura
Hierarquia: CAPÍTULO I - DISPOSIÇÕES PRELIMINARES
Páginas: 1103-1103
CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","capitulo; disposicoes; preliminares; resolucao; marco","True","356","89"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Esta resolução dispõe sobre os direitos, as garantias, os deveres, as vedações, as penalidades e as orientações aplicáveis à participação das eleitoras e dos eleitores no processo eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º
Tipo: artigo
Hierarquia: CAPÍTULO I - DISPOSIÇÕES PRELIMINARES
Páginas: 1103-1103
Art. 1º Esta resolução dispõe sobre os direitos, as garantias, os deveres, as vedações, as penalidades e as orientações aplicáveis à participação das eleitoras e dos eleitores no processo eleitoral.","Art. 1º Esta resolução dispõe sobre os direitos, as garantias, os deveres, as vedações, as penalidades e as orientações aplicáveis à participação das eleitoras e dos eleitores no processo eleitoral.","resolucao; marco; capitulo; disposicoes; preliminares; esta; dispoe; sobre; direitos; garantias","True","484","121"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","CAPÍTULO I - DISPOSIÇÕES PRELIMINARES","paragrafo","Art. 1º, Parágrafo único","Art. 1º","Art. 1º","Parágrafo único","","","","Parágrafo único. As disposições desta resolução têm por objeto exclusivo a pessoa da eleitora e do eleitor, com a finalidade de compilar todos os dispositivos existentes na legislação eleitoral e nas resoluções desta Corte, sem promover alterações de conteúdo que inovem no ordenamento jurídico.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, Parágrafo único
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DISPOSIÇÕES PRELIMINARES
Dispositivo pai: Art. 1º
Páginas: 1103-1103
Parágrafo único. As disposições desta resolução têm por objeto exclusivo a pessoa da eleitora e do eleitor, com a finalidade de compilar todos os dispositivos existentes na legislação eleitoral e nas resoluções desta Corte, sem promover alterações de conteúdo que inovem no ordenamento jurídico.","Parágrafo único. As disposições desta resolução têm por objeto exclusivo a pessoa da eleitora e do eleitor, com a finalidade de compilar todos os dispositivos existentes na legislação eleitoral e nas resoluções desta Corte, sem promover...","resolucao; disposicoes; paragrafo; unico; desta; marco; capitulo; preliminares; objeto; exclusivo","True","626","156"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS","estrutura","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS","","Art. 1º","Parágrafo único","","","","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS
Tipo: estrutura
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS
Páginas: 1103-1103
CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS","capitulo; procedimentos; relativos; resolucao; marco","True","368","92"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1103","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > AO ALISTAMENTO ELEITORAL E AO","estrutura","AO ALISTAMENTO ELEITORAL E AO","","Art. 1º","Parágrafo único","","","","AO ALISTAMENTO ELEITORAL E AO","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: AO ALISTAMENTO ELEITORAL E AO
Tipo: estrutura
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > AO ALISTAMENTO ELEITORAL E AO
Páginas: 1103-1103
AO ALISTAMENTO ELEITORAL E AO","AO ALISTAMENTO ELEITORAL E AO","alistamento; eleitoral; resolucao; marco; capitulo; procedimentos; relativos","True","376","94"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1103","1104","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO","estrutura","EXERCÍCIO DO VOTO","","Art. 1º","Parágrafo único","","","","EXERCÍCIO DO VOTO Seção I Dos direitos políticos Subseção I Da aquisição e do exercício dos direitos políticos","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: EXERCÍCIO DO VOTO
Tipo: estrutura
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO
Páginas: 1103-1104
EXERCÍCIO DO VOTO Seção I Dos direitos políticos Subseção I Da aquisição e do exercício dos direitos políticos","EXERCÍCIO DO VOTO Seção I Dos direitos políticos Subseção I Da aquisição e do exercício dos direitos políticos","exercicio; voto; direitos; politicos; resolucao; marco; capitulo; procedimentos; relativos; secao","True","433","108"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1104","1104","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º Os direitos políticos são adquiridos mediante o alistamento eleitoral, que é assegurado (Resolução-TSE n. 23.659/2021, art. 11):","","[]","0","Resolução-TSE n. 23.659/2021","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º
Tipo: artigo
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO
Páginas: 1104-1104
Art. 2º Os direitos políticos são adquiridos mediante o alistamento eleitoral, que é assegurado (Resolução-TSE n. 23.659/2021, art. 11):","Art. 2º Os direitos políticos são adquiridos mediante o alistamento eleitoral, que é assegurado (Resolução-TSE n. 23.659/2021, art. 11):","resolucao; marco; capitulo; procedimentos; relativos; exercicio; voto; direitos; politicos; adquiridos","True","446","111"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1104","1104","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO","inciso","Art. 2º, I","Art. 2º","Art. 2º","","I","","","I - a todas as pessoas brasileiras que tenham atingido a idade mínima constitucionalmente prevista, salvo as que, pertencendo à classe dos conscritos, estejam no período de serviço militar obrigatório e dele não tenham se desincumbido; e","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, I
Tipo: inciso
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO
Dispositivo pai: Art. 2º
Páginas: 1104-1104
I - a todas as pessoas brasileiras que tenham atingido a idade mínima constitucionalmente prevista, salvo as que, pertencendo à classe dos conscritos, estejam no período de serviço militar obrigatório e dele não tenham se desincumbido; e","I - a todas as pessoas brasileiras que tenham atingido a idade mínima constitucionalmente prevista, salvo as que, pertencendo à classe dos conscritos, estejam no período de serviço militar obrigatório e dele não tenham se desincumbido; e","tenham; resolucao; marco; capitulo; procedimentos; relativos; exercicio; voto; todas; pessoas","True","575","143"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23759_2026","Resolução n. 23.759, de 2 de março de 2026","","Normas editadas pelo TSE","Resoluções","1104","1104","CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO","inciso","Art. 2º, II","Art. 2º","Art. 2º","","II","","","II - às pessoas portuguesas que tenham adquirido o gozo dos direitos políticos no Brasil, observada a legislação específica.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.759, de 2 de março de 2026
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, II
Tipo: inciso
Hierarquia: CAPÍTULO II - DOS PROCEDIMENTOS RELATIVOS > EXERCÍCIO DO VOTO
Dispositivo pai: Art. 2º
Páginas: 1104-1104
II - às pessoas portuguesas que tenham adquirido o gozo dos direitos políticos no Brasil, observada a legislação específica.","II - às pessoas portuguesas que tenham adquirido o gozo dos direitos políticos no Brasil, observada a legislação específica.","resolucao; marco; capitulo; procedimentos; relativos; exercicio; voto; pessoas; portuguesas; tenham","True","463","115"
