id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
1,1,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,,norma,"Lei Complementar n. 35, de 14 de março de 1979",,,,,,,Dispõe sobre a Lei Orgânica da Magistratura Nacional. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei complementar:,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Lei Complementar n. 35, de 14 de março de 1979 Tipo: norma Páginas: 619-619 Resumo: Norma LC n. 35/1979: Dispõe sobre a Lei Orgânica da Magistratura Nacional. Dispõe sobre a Lei Orgânica da Magistratura Nacional. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei complementar:",Norma LC n. 35/1979: Dispõe sobre a Lei Orgânica da Magistratura Nacional.,complementar; marco; nacional; dispoe; sobre; organica; magistratura; presidente; republica; faco,True,547,137,012_lei_complementar_35_1979:1,012_lei_complementar_35_1979.csv,,
2,2,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO,estrutura,TÍTULO I - DO PODER JUDICIÁRIO,,,,,,,TÍTULO I - DO PODER JUDICIÁRIO,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: TÍTULO I - DO PODER JUDICIÁRIO Tipo: estrutura Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Estrutura da LC n. 35/1979 TÍTULO I - DO PODER JUDICIÁRIO",Estrutura da LC n. 35/1979,titulo; poder; judiciario; complementar; marco,True,394,98,012_lei_complementar_35_1979:2,012_lei_complementar_35_1979.csv,,
3,3,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,estrutura,CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,,,,,,,CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Tipo: estrutura Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Estrutura da LC n. 35/1979 CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO",Estrutura da LC n. 35/1979,poder; judiciario; capitulo; orgaos; complementar; marco; titulo,True,466,116,012_lei_complementar_35_1979:3,012_lei_complementar_35_1979.csv,,
4,4,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,artigo,Art. 1º,,Art. 1º,,,,,Art. 1º O Poder Judiciário é exercido pelos seguintes órgãos: [...],,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º Tipo: artigo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Art. 1º: O Poder Judiciário é exercido pelos seguintes órgãos: [...] Art. 1º O Poder Judiciário é exercido pelos seguintes órgãos: [...]",Art. 1º: O Poder Judiciário é exercido pelos seguintes órgãos: [...],poder; judiciario; orgaos; complementar; marco; titulo; capitulo; exercido; seguintes,True,493,123,012_lei_complementar_35_1979:4,012_lei_complementar_35_1979.csv,,
5,5,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,inciso,"Art. 1º, V",Art. 1º,Art. 1º,,V,,,V - Tribunais e juízes eleitorais; [...],,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º, V Tipo: inciso Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Dispositivo pai: Art. 1º ID do dispositivo pai: 012_lei_complementar_35_1979:4 Páginas: 619-619 Resumo: Art. 1º, V, subordinado a Art. 1º: Tribunais e juízes eleitorais; [...] V - Tribunais e juízes eleitorais; [...]","Art. 1º, V, subordinado a Art. 1º: Tribunais e juízes eleitorais; [...]",poder; judiciario; complementar; marco; titulo; capitulo; orgaos; tribunais; juizes; eleitorais,True,551,138,012_lei_complementar_35_1979:5,012_lei_complementar_35_1979.csv,4,012_lei_complementar_35_1979:4
6,6,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,artigo,Art. 8º,,Art. 8º,,,,,"Art. 8º O Tribunal Superior Eleitoral, com sede na capital da União e jurisdição em todo o território nacional, é composto de sete juízes, dos quais três ministros do Supremo Tribunal Federal e dois ministros do Tribunal Federal de Recursos, escolhidos pelo respectivo Tribunal, mediante eleição, pelo voto secreto, e dois nomeados pelo presidente da República, dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal.","CF/1988, art. 119, I, b: eleição dentre os ministros do STJ.
Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""CF/1988, art. 119, I, b: eleição dentre os ministros do STJ."", ""pagina_inicial"": 619, ""pagina_final"": 619}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB."", ""pagina_inicial"": 619, ""pagina_final"": 619}]",2,"CF/1988, art. 119, I, b: eleição dentre os ministros do STJ","Ac.-STF, de 17/5/2006, na ADI n. 1127",,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 8º Tipo: artigo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Art. 8º: O Tribunal Superior Eleitoral, com sede na capital da União e jurisdição em todo o território nacional, é composto de sete juízes, dos quais três ministros do Supremo Tribunal Federal e dois ministros do Tribunal Federal de Recursos, escolhidos pelo respectivo Tribunal, mediante eleição, pelo voto secreto, e dois nomeados pelo presidente da República, dentre seis advogados de notável saber jurídico e... Referências jurisprudenciais: Ac.-STF, de 17/5/2006, na ADI n. 1127 Art. 8º O Tribunal Superior Eleitoral, com sede na capital da União e jurisdição em todo o território nacional, é composto de sete juízes, dos quais três ministros do Supremo Tribunal Federal e dois ministros do Tribunal Federal de Recursos, escolhidos pelo respectivo Tribunal, mediante eleição, pelo voto secreto, e dois nomeados pelo presidente da República, dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal. Notas vinculadas: CF/1988, art. 119, I, b: eleição dentre os ministros do STJ. Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB.","Art. 8º: O Tribunal Superior Eleitoral, com sede na capital da União e jurisdição em todo o território nacional, é composto de sete juízes, dos quais três ministros do Supremo Tribunal Federal e dois ministros do Tribunal Federal de Recursos, escolhidos pelo respectivo Tribunal, mediante eleição, pelo voto secreto, e dois nomeados pelo presidente da República, dentre seis advogados de notável saber jurídico e...",tribunal; ministros; federal; poder; judiciario; juizes; supremo; dois; eleicao; dentre,True,1553,388,012_lei_complementar_35_1979:6,012_lei_complementar_35_1979.csv,,
7,7,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,artigo,Art. 9º,,Art. 9º,,,,,"Art. 9º Os Tribunais Regionais Eleitorais, com sede na capital do estado em que tenham jurisdição e no Distrito Federal, compõe-se de quatro juízes eleitos, pelo voto secreto, pelo respectivo Tribunal de Justiça, sendo dois dentre desembargadores e dois dentre juízes de direito; um juiz federal, escolhido pelo Tribunal Federal de Recursos, se na seção judiciária houver mais de um, e, por nomeação do presidente da República, de dois dentre seis cidadãos de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de Justiça.","V. CF/1988, art. 120, § 1º, II: eleição dentre os juízes do Tribunal Regional Federal, ou, não havendo, será eleito um juiz federal.
V. CF/1988, art. 120, § 1º, III: nomeação de dois juízes dentre seis advogados.
Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB.
Ac.-STF, de 19/6/1991, no MS n. 21060 e, de 29/11/1990, no MS n. 21073: a OAB não participa do procedimento de indicação de advogados para composição de TRE.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""V. CF/1988, art. 120, § 1º, II: eleição dentre os juízes do Tribunal Regional Federal, ou, não havendo, será eleito um juiz federal."", ""pagina_inicial"": 619, ""pagina_final"": 619}, {""ordem"": 2, ""marcador"": ""ticado"", ""texto"": ""V. CF/1988, art. 120, § 1º, III: nomeação de dois juízes dentre seis advogados."", ""pagina_inicial"": 619, ""pagina_final"": 619}, {""ordem"": 3, ""marcador"": ""quadrado"", ""texto"": ""Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB."", ""pagina_inicial"": 619, ""pagina_final"": 619}, {""ordem"": 4, ""marcador"": ""quadrado"", ""texto"": ""Ac.-STF, de 19/6/1991, no MS n. 21060 e, de 29/11/1990, no MS n. 21073: a OAB não participa do procedimento de indicação de advogados para composição de TRE."", ""pagina_inicial"": 619, ""pagina_final"": 619}]",4,"CF/1988, art. 120, § 1º, II: eleição dentre os juízes do Tribunal Regional Federal, ou, não havendo, será eleito um juiz federal; CF/1988, art. 120, § 1º, III: nomeação de dois juízes dentre seis advogados","Ac.-STF, de 17/5/2006, na ADI n. 1127; Ac.-STF, de 19/6/1991, no MS n. 21060; MS n. 21073",,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 9º Tipo: artigo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Art. 9º: Os Tribunais Regionais Eleitorais, com sede na capital do estado em que tenham jurisdição e no Distrito Federal, compõe-se de quatro juízes eleitos, pelo voto secreto, pelo respectivo Tribunal de Justiça, sendo dois dentre desembargadores e dois dentre juízes de direito; um juiz federal, escolhido pelo Tribunal Federal de Recursos, se na seção judiciária houver mais de um, e, por nomeação do presidente da... Referências jurisprudenciais: Ac.-STF, de 17/5/2006, na ADI n. 1127; Ac.-STF, de 19/6/1991, no MS n. 21060; MS n. 21073 Art. 9º Os Tribunais Regionais Eleitorais, com sede na capital do estado em que tenham jurisdição e no Distrito Federal, compõe-se de quatro juízes eleitos, pelo voto secreto, pelo respectivo Tribunal de Justiça, sendo dois dentre desembargadores e dois dentre juízes de direito; um juiz federal, escolhido pelo Tribunal Federal de Recursos, se na seção judiciária houver mais de um, e, por nomeação do presidente da República, de dois dentre seis cidadãos de notável saber jurídico e idoneidade moral, indicados pelo Tribunal de Justiça. Notas vinculadas: V. CF/1988, art. 120, § 1º, II: eleição dentre os juízes do Tribunal Regional Federal, ou, não havendo, será eleito um juiz federal. V. CF/1988, art. 120, § 1º, III: nomeação de dois juízes dentre seis advogados. Ac.-STF, de 17/5/2006, na ADI n. 1127: exclui apenas os juízes eleitorais e seus suplentes da proibição de exercício da advocacia contida no art. 28, II, do EOAB. Ac.-STF, de 19/6/1991, no MS n. 21060 e, de 29/11/1990, no MS n. 21073: a OAB não participa do procedimento de indicação de advogados para composição de TRE.","Art. 9º: Os Tribunais Regionais Eleitorais, com sede na capital do estado em que tenham jurisdição e no Distrito Federal, compõe-se de quatro juízes eleitos, pelo voto secreto, pelo respectivo Tribunal de Justiça, sendo dois dentre desembargadores e dois dentre juízes de direito; um juiz federal, escolhido pelo Tribunal Federal de Recursos, se na seção judiciária houver mais de um, e, por nomeação do presidente da...",federal; juizes; dentre; tribunal; dois; poder; judiciario; eleitorais; justica; juiz,True,1988,497,012_lei_complementar_35_1979:7,012_lei_complementar_35_1979.csv,,
8,8,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,619,619,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,artigo,Art. 10,,Art. 10,,,,,"Art. 10. Os juízes do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais, bem como os respectivos substitutos, escolhidos na mesma ocasião e por igual processo, salvo motivo justificado, servirão, obrigatoriamente, por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos.","V. CF/1988, art. 121, § 2º.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""V. CF/1988, art. 121, § 2º."", ""pagina_inicial"": 619, ""pagina_final"": 619}]",1,"CF/1988, art. 121, § 2º",,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 10 Tipo: artigo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 619-619 Resumo: Art. 10: Os juízes do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais, bem como os respectivos substitutos, escolhidos na mesma ocasião e por igual processo, salvo motivo justificado, servirão, obrigatoriamente, por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos. | 1 nota(s) vinculada(s) Art. 10. Os juízes do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais, bem como os respectivos substitutos, escolhidos na mesma ocasião e por igual processo, salvo motivo justificado, servirão, obrigatoriamente, por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos. Notas vinculadas: V. CF/1988, art. 121, § 2º.","Art. 10: Os juízes do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais, bem como os respectivos substitutos, escolhidos na mesma ocasião e por igual processo, salvo motivo justificado, servirão, obrigatoriamente, por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos. | 1 nota(s) vinculada(s)",poder; judiciario; dois; complementar; marco; titulo; capitulo; orgaos; juizes; tribunal,True,1031,258,012_lei_complementar_35_1979:8,012_lei_complementar_35_1979.csv,,
9,9,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,620,620,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,artigo,Art. 11,,Art. 11,,,,,"Art. 11. Os juízes de direito exercem as funções de juízes eleitorais, nos termos da lei.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 11 Tipo: artigo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Páginas: 620-620 Resumo: Art. 11: Os juízes de direito exercem as funções de juízes eleitorais, nos termos da lei. Art. 11. Os juízes de direito exercem as funções de juízes eleitorais, nos termos da lei.","Art. 11: Os juízes de direito exercem as funções de juízes eleitorais, nos termos da lei.",poder; judiciario; juizes; complementar; marco; titulo; capitulo; orgaos; direito; exercem,True,536,134,012_lei_complementar_35_1979:9,012_lei_complementar_35_1979.csv,,
10,10,Codigo_Eleitoral_2026_anotado.pdf,lei_complementar_35_1979,"Lei Complementar n. 35, de 14 de março de 1979",LC n. 35/1979,Legislação correlata,Legislação correlata,620,620,TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO,paragrafo,"Art. 11, §1º",Art. 11,Art. 11,§1º,,,,§ 1º A lei pode outorgar a outros juízes competência para funções não decisórias.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei Complementar n. 35, de 14 de março de 1979 Nome popular/citação curta: LC n. 35/1979 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 11, §1º Tipo: paragrafo Hierarquia: TÍTULO I - DO PODER JUDICIÁRIO > CAPÍTULO I - DOS ÓRGÃOS DO PODER JUDICIÁRIO Dispositivo pai: Art. 11 ID do dispositivo pai: 012_lei_complementar_35_1979:9 Páginas: 620-620 Resumo: Art. 11, §1º: § 1º A lei pode outorgar a outros juízes competência para funções não decisórias. § 1º A lei pode outorgar a outros juízes competência para funções não decisórias.","Art. 11, §1º: § 1º A lei pode outorgar a outros juízes competência para funções não decisórias.",poder; judiciario; complementar; marco; titulo; capitulo; orgaos; pode; outorgar; outros,True,621,155,012_lei_complementar_35_1979:10,012_lei_complementar_35_1979.csv,9,012_lei_complementar_35_1979:9
